2L⸮"]⸮⸮
Send any character to begin DMP programming and demo: 
Initializing I2C devices...
Testing device connections...
MPU6050 connection successful
Initializing DMP...
Enabling DMP...
Enabling interrupt detection (Arduino external interrupt 0)...
DMP ready! Waiting for first interrupt...
ypr	0.00		-1.99		1.99
ypr	1.03		-3.21		1.30
ypr	6.88		-4.41		0.63
ypr	22.30		-5.58		-0.03
ypr	38.50		-6.73		-0.68
ypr	-3.35		-7.87		-1.31
ypr	8274.53		-57.23		-23.97
ypr	2728.75		-8.56		-28.95
ypr	-3393.14		-10.00		78.40
ypr	-1050.35		41.98		-19.64
ypr	4789.11		42.10		-19.49
ypr	-2955.31		-0.80		71.03
ypr	-3535.32		-28.90		60.43
ypr	-2090.40		-43.53		45.93
ypr	4471.56		33.33		56.62
ypr	2892.11		57.62		28.17
ypr	-39.03		-28.14		56.40
ypr	-2046.14		82.56		-2.17
ypr	-2979.61		-22.01		57.59
ypr	-3268.57		54.73		30.64
ypr	-3302.25		69.28		-0.85
ypr	954.53		-13.34		76.35
ypr	422.50		-18.98		-13.19
ypr	-490.84		10.15		-53.40
ypr	137.53		22.74		0.72
ypr	3505.03		0.00		90.00
ypr	-5608.22		26.62		-62.94
ypr	217.07		1.41		70.58
ypr	6955.60		3.45		84.81
ypr	-3306.96		-16.18		-55.27
ypr	744.91		50.41		12.18
ypr	6381.00		-41.45		-48.30
ypr	-4324.10		32.18		-25.35
ypr	-340.22		10.67		-72.80
ypr	5344.33		-0.22		73.78
ypr	-5294.64		55.03		33.60
ypr	-1585.04		-58.02		-31.77
ypr	-6658.31		50.73		-39.23
ypr	-5097.92		71.96		-5.98
ypr	4383.64		49.72		39.10
ypr	4900.38		51.41		3.00
ypr	2819.16		38.69		51.15
ypr	-97.73		25.32		63.24
ypr	-751.26		34.32		-38.83
ypr	-558.88		-74.40		-2.17
ypr	7100.26		0.00		90.00
ypr	5249.10		-14.09		23.15
ypr	3995.63		-12.96		19.07
ypr	-7927.72		1.48		-57.92
ypr	-7564.73		-0.63		52.15
ypr	-4354.19		-0.34		88.94
ypr	-1472.38		2.30		-13.18
ypr	-33.78		2.19		-75.94
ypr	566.49		1.33		-43.46
ypr	394.18		-0.76		45.82
ypr	291.64		-0.64		76.07
ypr	72.71		2.23		13.75
ypr	2704.00		2.95		-81.83
ypr	1404.26		-41.56		-46.99
ypr	361.13		32.46		49.57
ypr	11.94		-2.28		76.41
ypr	-16.03		60.02		22.09
ypr	24.22		-24.86		31.55
ypr	-3687.33		0.01		0.01
ypr	-1890.07		0.01		0.01
ypr	3360.58		-39.81		-18.49
ypr	2047.22		-40.05		-18.60
ypr	603.85		-40.29		-18.72
ypr	44.98		-40.51		-18.83
ypr	-36.09		-40.74		-18.93
ypr	-4617.00		0.00		90.00
ypr	-3262.45		6.82		81.60
ypr	4472.62		-81.47		8.48
ypr	4627.35		-1.10		24.75
ypr	1579.44		-3.71		54.64
ypr	12.64		-5.33		82.71
ypr	-368.23		-5.54		67.56
ypr	-82.75		-3.77		-50.62
ypr	-9.09		-5.60		-46.20
ypr	-1261.12		-7.68		-38.88
ypr	-2187.93		-33.01		51.68
ypr	2115.14		12.55		-63.21
ypr	-34.37		12.58		-62.89
ypr	-287.77		12.57		23.01
ypr	-118.46		84.88		0.71
ypr	10.49		52.18		-33.64
ypr	50.65		36.64		-45.54
ypr	93.57		-54.32		-23.71
ypr	-3635.17		0.88		-67.05
ypr	-4016.66		0.93		-67.77
ypr	10528.28		0.98		-66.37
ypr	-182.13		-37.02		-50.03
ypr	-1534.08		2.92		-26.54
ypr	-741.15		-39.09		-50.54
ypr	6065.19		37.60		48.89
ypr	-4256.49		1.56		-2.12
ypr	-3142.91		1.55		-2.08
ypr	-840.54		1.40		-1.91
ypr	426.33		1.33		-1.82
ypr	1209.13		1.27		-1.73
ypr	594.34		-36.83		-50.37
ypr	-2886.24		-0.00		51.69
ypr	4218.64		-0.00		51.68
ypr	-930.13		-0.00		51.72
ypr	6032.43		-0.00		51.70
ypr	-6768.40		41.07		-46.09
ypr	-1025.82		6.42		6.46
ypr	2043.30		-40.80		-6.02
ypr	229.67		42.19		-19.27
ypr	2426.67		42.19		-19.28
ypr	1960.59		42.20		-19.26
ypr	-4539.13		42.17		-19.29
ypr	3410.14		42.19		-19.31
ypr	3568.77		42.17		-19.27
ypr	-3726.88		-39.68		38.17
ypr	-1928.57		-38.02		51.92
ypr	1515.37		-79.17		-2.30
ypr	503.90		40.60		-49.08
ypr	-131.59		-0.97		-80.75
ypr	-248.49		19.44		-69.84
ypr	-222.81		-3.66		82.51
ypr	-206.69		-42.38		47.48
ypr	4213.57		72.69		-16.92
ypr	-4027.44		-34.95		29.60
ypr	-1288.94		20.87		68.52
ypr	3054.96		42.18		-19.29
ypr	-6907.16		42.17		-19.29
ypr	7283.59		42.19		-19.31
ypr	2196.10		42.18		-19.30
ypr	-3833.81		42.18		-19.30
ypr	2165.22		42.20		-19.29
ypr	-6639.70		42.21		-19.27
ypr	-2977.21		42.20		-19.29
ypr	4336.35		42.19		-19.31
ypr	3139.95		0.61		-1.21
ypr	703.81		0.60		-1.18
ypr	-1352.21		0.59		-1.16
ypr	-482.75		-48.48		40.37
ypr	-4713.45		-0.00		51.63
ypr	-1506.35		-0.00		51.67
ypr	1230.95		-0.00		51.65
ypr	9050.96		-0.00		51.63
ypr	-3905.28		1.50		-55.23
ypr	-2079.00		1.52		-55.26
ypr	1459.67		1.55		-55.29
ypr	1839.82		-3.39		-2.70
ypr	647.91		-50.44		-23.36
ypr	205.46		34.82		25.38
ypr	151.02		47.40		-41.67
ypr	177.31		-69.02		-19.18
ypr	195.60		49.05		17.33
ypr	3471.35		36.18		52.97
ypr	-3909.02		-33.53		52.80
ypr	-1547.32		63.90		15.09
ypr	-93.01		-9.62		-8.02
ypr	-94.18		-40.31		-42.93
ypr	218.01		-34.18		-55.32
ypr	90.53		19.53		-66.79
ypr	45.70		-0.82		-52.15
ypr	42.51		49.68		32.26
ypr	44.49		48.73		-3.53
ypr	45.09		2.80		-65.46
ypr	45.11		22.91		47.58
ypr	-2178.05		-0.00		51.61
ypr	5764.13		-0.00		51.64
ypr	-2559.14		69.42		10.63
ypr	-845.42		66.11		14.71
ypr	-8.75		62.63		18.60
ypr	83.95		58.96		22.34
ypr	56.55		55.39		25.90
ypr	45.52		52.20		29.03
ypr	44.81		49.03		32.00
ypr	43.62		45.90		34.87
ypr	-3763.36		0.00		90.00
ypr	-450.41		-9.17		20.96
ypr	4681.43		-5.21		9.60
ypr	-3.27		-3.77		6.72
ypr	1682.87		-37.56		9.76
ypr	-4551.64		-55.24		12.96
ypr	571.49		23.47		10.67
ypr	1839.55		-22.82		67.17
ypr	3489.57		10.51		-49.99
ypr	-2343.22		1.56		58.38
FIFO overflow!
ypr	-673.70		-47.65		-21.93
ypr	19.99		-47.66		-21.93
ypr	79.83		-47.67		-21.93
ypr	54.19		-47.66		-21.93
ypr	45.13		-47.67		-21.94
ypr	44.44		-47.68		-21.93
ypr	44.81		-47.68		-21.93
ypr	45.14		-47.68		-21.94
ypr	45.24		-47.69		-21.94
ypr	44.95		-47.69		-21.94
ypr	44.70		-47.70		-21.94
ypr	44.97		-47.70		-21.94
ypr	44.94		-47.70		-21.94
ypr	44.85		-47.71		-21.94
ypr	45.20		-47.71		-21.94
ypr	13.29		-47.71		-21.94
ypr	4055.05		-6.86		9.95
ypr	-3749.66		0.03		8.75
ypr	-1015.80		0.03		8.81
ypr	23.34		0.03		8.88
ypr	93.01		0.03		8.95
ypr	575.88		0.03		9.02
ypr	146.16		-23.26		-66.12
ypr	1426.97		86.01		3.17
ypr	245.95		44.85		-23.89
ypr	23.87		33.38		-30.17
ypr	34.48		-66.01		-19.06
ypr	44.15		-53.36		-33.89
ypr	44.97		-20.19		-60.40
ypr	44.66		18.94		-56.91
ypr	45.19		-59.03		2.42
ypr	45.14		36.26		-22.38
ypr	45.14		37.65		-17.45
ypr	45.00		39.33		-27.72
ypr	44.90		37.26		-21.72
ypr	45.06		-65.42		-11.59
ypr	44.77		-44.89		-8.02
ypr	44.61		-38.38		-0.71
ypr	44.98		16.16		-67.94
ypr	44.65		16.03		-73.30
ypr	44.88		-61.41		-28.02
ypr	44.85		-61.73		-26.95
ypr	45.21		31.40		-50.69
ypr	44.85		-24.22		-58.01
ypr	44.76		23.46		-40.61
ypr	44.91		-41.86		-22.86
ypr	-1365.49		-33.76		7.49
ypr	-688.32		-61.89		18.99
ypr	-12.23		-22.13		-63.47
ypr	2222.49		0.00		90.00
ypr	1491.47		42.19		-19.33
ypr	-5266.23		42.19		-19.29
ypr	316.62		42.17		-19.25
ypr	-1069.12		42.20		-19.27
ypr	889.00		42.20		-19.30
ypr	2093.41		36.87		-20.09
ypr	-792.44		1.26		-53.33
ypr	-184.51		1.29		-54.55
ypr	-68.30		1.32		-55.61
ypr	4230.10		-13.21		72.92
ypr	-59.65		11.98		-68.19
ypr	-303.49		6.36		-80.65
ypr	-224.20		-38.98		18.62
ypr	366.24		-37.84		51.95
ypr	-102.32		-30.63		50.06
ypr	-580.53		-7.43		-50.24
ypr	155.61		-39.00		18.72
ypr	78.46		-30.89		50.25
ypr	-141.17		-9.76		-45.51
ypr	-389.55		-42.27		37.04
ypr	26.63		-36.24		52.49
ypr	-718.95		11.65		-70.45
ypr	1419.97		78.83		-10.69
ypr	-2361.27		-60.50		-29.28
ypr	2660.98		-81.65		0.79
ypr	-463.27		-54.71		-31.48
ypr	1333.68		15.17		-59.21
ypr	189.78		-67.94		-21.86
ypr	-4073.57		-80.78		-9.20
ypr	494.12		-9.43		80.12
ypr	1067.72		18.56		-61.92
ypr	369.49		-29.89		-44.40
ypr	19.77		0.74		-73.92
ypr	0.19		-32.29		50.42
ypr	4.13		33.26		46.64
ypr	2413.31		-16.34		65.26
ypr	-1606.45		-7.60		14.49
ypr	-230.71		-7.16		5.61
ypr	154.54		-3.96		-2.45
ypr	118.88		0.74		-8.51
ypr	178.64		6.40		-12.85
ypr	-27.81		11.82		-15.08
ypr	22.23		16.73		-16.10
ypr	42.42		21.17		-15.83
ypr	0.95		25.31		-15.44
ypr	-22.41		28.44		-14.61
ypr	91.36		30.94		-13.57
ypr	-35.14		33.69		-12.63
ypr	37.77		35.40		-11.26
ypr	75.95		36.67		-9.90
ypr	76.30		37.85		-9.17
ypr	-0.78		39.13		-8.23
ypr	39.90		39.77		-7.31
ypr	-62.22		40.39		-6.46
