-172,		356,		19852,		24,		50,		-10
-296,		412,		19764,		12,		50,		2
-196,		392,		19660,		29,		69,		3
-268,		484,		19780,		22,		62,		-11
-156,		300,		19724,		17,		97,		-26
-140,		340,		19840,		20,		76,		-7
-244,		384,		19844,		17,		78,		10
-200,		328,		19880,		27,		65,		-12
-252,		452,		19852,		3,		69,		-11
-172,		400,		19832,		19,		67,		-4
-136,		488,		19704,		20,		75,		-5
-188,		472,		19964,		11,		35,		0
-228,		536,		19848,		15,		83,		7
-284,		484,		19744,		12,		61,		-9
-216,		416,		19720,		8,		53,		1
-340,		456,		19712,		14,		91,		-3
-280,		480,		19692,		9,		69,		-1
-184,		396,		19716,		0,		80,		-17
-144,		420,		19876,		18,		91,		-20
-196,		472,		19724,		-1,		79,		-10
-288,		364,		19788,		20,		70,		5
-136,		408,		19972,		15,		76,		-7
-240,		444,		19688,		18,		81,		-6
-140,		432,		19700,		8,		59,		3
-236,		416,		19712,		26,		58,		-9
-140,		396,		19880,		17,		50,		-2
-272,		516,		19816,		15,		73,		-28
-232,		408,		19888,		-6,		75,		-10
-204,		412,		19752,		20,		67,		-23
-268,		400,		19792,		9,		75,		20
-212,		400,		19640,		16,		74,		8
-252,		504,		19908,		5,		64,		8
-228,		460,		19840,		1,		65,		-15
-204,		428,		19796,		17,		59,		2
-132,		388,		19860,		13,		61,		4
-228,		388,		19768,		24,		52,		-17
-284,		412,		19780,		20,		66,		-2
-224,		340,		19808,		14,		66,		0
-164,		452,		19920,		37,		97,		-9
-112,		416,		19864,		35,		78,		0
-304,		432,		19844,		35,		65,		-2
-268,		536,		19848,		21,		71,		0
-272,		396,		19816,		40,		82,		8
-332,		400,		19716,		12,		66,		-7
-212,		396,		19828,		20,		81,		-2
-264,		484,		19720,		23,		89,		-17
-280,		488,		19984,		23,		79,		-12
-328,		452,		19760,		17,		56,		-13
-252,		380,		19672,		28,		58,		-5
-268,		476,		19748,		14,		58,		-28
-332,		396,		19780,		29,		77,		-25
-196,		520,		19884,		18,		82,		-1
-184,		452,		19760,		10,		81,		-23
-216,		408,		19792,		28,		80,		-13
-244,		440,		19796,		34,		84,		-6
-200,		388,		19864,		8,		76,		-2
-236,		420,		19744,		-2,		71,		-22
-252,		392,		19772,		14,		51,		-3
-292,		528,		19732,		13,		58,		-9
-224,		420,		19772,		13,		64,		-15
-188,		464,		19744,		29,		100,		4
-240,		412,		19892,		36,		68,		3
-296,		452,		19788,		6,		67,		3
-132,		440,		19760,		21,		75,		8
-240,		480,		19892,		27,		66,		-5
-252,		476,		19816,		34,		83,		-8
-176,		412,		19784,		27,		88,		-6
-240,		444,		19832,		5,		78,		-5
-288,		412,		19772,		10,		101,		-19
-212,		436,		19724,		17,		76,		-14
-172,		364,		19932,		12,		57,		-2
-148,		444,		19760,		9,		93,		-1
-252,		472,		19748,		27,		46,		1
-208,		480,		19784,		29,		63,		-9
-192,		444,		19860,		22,		71,		-5
-148,		428,		19728,		13,		71,		-2
-232,		448,		19840,		6,		58,		-4
-164,		444,		19592,		10,		86,		0
-296,		504,		19816,		17,		62,		-12
-312,		380,		19948,		22,		75,		-3
-280,		356,		19844,		5,		77,		-25
-312,		444,		19844,		12,		83,		-14
-232,		460,		19800,		20,		71,		-1
-204,		400,		19804,		28,		62,		-2
-196,		396,		19880,		28,		58,		-9
-168,		336,		19860,		8,		71,		0
-284,		500,		19868,		9,		57,		2
-284,		444,		19828,		22,		86,		-8
-232,		412,		19764,		14,		87,		-6
-224,		388,		19852,		5,		75,		2
-236,		528,		19808,		14,		88,		-14
-228,		460,		19860,		6,		81,		-16
-220,		476,		19856,		8,		68,		8
-264,		484,		19780,		11,		75,		-14
-180,		448,		19724,		12,		66,		-6
-280,		504,		19824,		26,		62,		0
-296,		468,		19676,		2,		73,		-11
-224,		460,		19852,		12,		56,		-29
-280,		400,		19768,		16,		83,		-17
-216,		340,		19876,		16,		72,		-18
-224,		440,		19736,		32,		91,		7
-236,		448,		19736,		20,		46,		-14
-208,		360,		19792,		21,		75,		-2
-304,		472,		19836,		7,		59,		-14
-260,		556,		19920,		6,		69,		-8
-260,		504,		19844,		10,		69,		-5
-212,		380,		19884,		38,		70,		8
-296,		420,		19828,		14,		62,		-16
-192,		376,		19840,		11,		65,		-17
-204,		476,		19896,		7,		79,		-34
-224,		396,		19600,		-9,		51,		-26
-308,		424,		19880,		19,		67,		-13
-232,		516,		19808,		24,		49,		-16
-220,		524,		19788,		15,		50,		-9
-224,		324,		19680,		12,		75,		9
-208,		508,		19672,		18,		47,		-7
-148,		496,		19704,		19,		80,		-8
-228,		452,		19952,		25,		64,		2
-212,		348,		19828,		7,		78,		3
-152,		548,		19840,		24,		77,		2
-208,		384,		19800,		2,		74,		7
-132,		476,		19860,		35,		78,		-6
-256,		412,		19828,		19,		52,		8
-296,		468,		19872,		19,		49,		10
-156,		392,		19928,		24,		88,		-35
-268,		416,		19708,		22,		79,		-10
-212,		484,		19776,		8,		82,		-4
-376,		444,		19904,		17,		76,		-13
-224,		384,		19748,		7,		85,		-1
-148,		408,		19744,		6,		85,		2
-296,		400,		19860,		23,		63,		-6
-216,		384,		19676,		42,		90,		-3
-216,		456,		19824,		-3,		65,		3
-176,		340,		19908,		29,		58,		-30
-256,		500,		19844,		18,		91,		11
-256,		352,		19844,		16,		52,		2
-180,		496,		19616,		38,		67,		-2
-332,		420,		19800,		21,		64,		5
-148,		448,		19872,		28,		95,		-26
-212,		412,		19720,		28,		78,		9
-276,		420,		19756,		33,		69,		10
-188,		384,		19636,		18,		73,		-17
-264,		440,		19736,		17,		48,		2
-268,		404,		19788,		18,		88,		-25
-232,		480,		19772,		1,		66,		3
-236,		444,		19948,		20,		76,		-12
-276,		396,		19764,		6,		89,		-7
-156,		420,		19856,		13,		59,		0
-168,		520,		19840,		32,		78,		3
-216,		404,		19748,		-2,		76,		-3
-308,		432,		19812,		9,		75,		-23
-260,		444,		19848,		15,		69,		-9
-288,		460,		19776,		27,		64,		9
-224,		324,		19764,		10,		55,		4
-280,		492,		19812,		27,		83,		-8
-292,		484,		19824,		11,		73,		23
-236,		428,		19928,		28,		74,		-8
-236,		460,		19876,		13,		88,		-1
-312,		416,		19736,		11,		74,		-5
-240,		444,		19832,		30,		71,		7
-240,		364,		19828,		28,		75,		-21
-320,		432,		19844,		6,		63,		-2
-224,		500,		19760,		12,		74,		-8
-204,		416,		19760,		27,		73,		-3
-272,		400,		19952,		-2,		75,		-18
-264,		376,		19884,		40,		76,		-9
-164,		384,		19668,		30,		51,		1
-256,		332,		19860,		16,		98,		-21
-352,		524,		19716,		3,		63,		-11
-332,		424,		19932,		8,		84,		-2
-248,		440,		19848,		11,		90,		-12
-204,		420,		19864,		24,		73,		11
-188,		448,		19676,		4,		65,		-2
-256,		432,		19792,		26,		82,		-24
-224,		456,		19896,		-7,		62,		4
-216,		412,		19740,		17,		62,		7
-288,		372,		19808,		10,		84,		1
-192,		364,		19820,		22,		79,		-9
-376,		444,		19860,		2,		77,		-11
-312,		412,		19780,		25,		61,		-25
-176,		452,		19828,		15,		72,		5
-288,		412,		19692,		18,		62,		-14
-260,		476,		19900,		11,		71,		-25
-244,		464,		19808,		23,		81,		7
-188,		440,		19788,		12,		78,		-7
-368,		340,		19972,		40,		92,		-9
-196,		360,		19812,		5,		59,		-21
-252,		344,		19728,		39,		74,		-9
-248,		404,		19868,		17,		48,		1
-220,		408,		19724,		14,		84,		-4
-188,		460,		19768,		10,		56,		-1
-200,		348,		19908,		1,		80,		1
-220,		424,		19864,		19,		70,		-11
-224,		324,		19788,		14,		82,		8
-192,		416,		19892,		19,		71,		-22
-304,		540,		19684,		22,		65,		1
-256,		376,		19820,		16,		68,		-17
-272,		356,		19736,		13,		82,		-3
-196,		424,		19808,		31,		66,		-18
-320,		416,		19864,		13,		72,		0
-284,		444,		19760,		11,		61,		-7
-160,		488,		19864,		13,		56,		-16
-212,		348,		19764,		8,		93,		-4
-276,		428,		19760,		14,		69,		-4
-236,		440,		19804,		28,		67,		-12
-264,		404,		19896,		16,		75,		-7
-144,		380,		19740,		2,		77,		-3
-168,		412,		19852,		27,		77,		-12
-188,		516,		19824,		16,		46,		-11
-284,		400,		19748,		37,		90,		4
-272,		360,		19848,		38,		77,		-7
-300,		420,		19752,		5,		86,		8
-320,		412,		19748,		10,		69,		1
-316,		420,		19816,		19,		72,		-31
-232,		488,		19900,		20,		74,		-10
-188,		472,		19696,		11,		60,		-18
-324,		372,		19756,		14,		76,		-29
-196,		332,		19740,		19,		69,		-4
-240,		460,		19828,		35,		68,		-8
-172,		488,		19848,		18,		66,		-1
-244,		448,		19896,		28,		79,		-20
-300,		432,		19868,		13,		94,		-6
-308,		380,		19780,		14,		82,		-4
-260,		504,		19916,		32,		86,		-15
-244,		396,		19776,		32,		73,		9
-300,		352,		19812,		15,		59,		-11
-360,		440,		19844,		29,		65,		-19
-264,		484,		19884,		15,		71,		-17
-232,		448,		19780,		17,		81,		6
-248,		508,		19864,		16,		80,		-8
-148,		424,		19828,		9,		80,		-17
-236,		488,		19780,		5,		54,		10
-276,		400,		19852,		14,		65,		-5
-244,		452,		19876,		22,		67,		-4
-296,		468,		19780,		5,		49,		-11
-236,		408,		19740,		26,		67,		-2
-240,		552,		19708,		28,		91,		-2
-248,		408,		19896,		12,		68,		1
-228,		392,		19836,		5,		75,		-5
-188,		424,		19760,		15,		71,		3
-264,		428,		19712,		26,		68,		-9
-252,		388,		19880,		15,		77,		-23
-252,		520,		19932,		20,		79,		-8
-304,		360,		19832,		20,		90,		1
-248,		400,		19804,		31,		97,		-15
-224,		444,		19828,		6,		59,		-4
-268,		448,		19880,		20,		78,		-6
-276,		352,		19748,		5,		84,		11
-148,		444,		19804,		12,		61,		-20
-368,		416,		19816,		5,		74,		-19
-180,		380,		19704,		16,		83,		-11
-244,		436,		19704,		15,		74,		-18
-232,		456,		19884,		10,		71,		6
-216,		344,		19756,		31,		76,		-3
-236,		376,		19836,		26,		65,		-11
-288,		468,		19920,		16,		62,		1
-228,		376,		19816,		12,		69,		-8
-176,		432,		19688,		7,		48,		-5
-184,		392,		19796,		18,		49,		-3
-232,		392,		19764,		21,		87,		-20
-212,		416,		19836,		18,		52,		-22
-244,		508,		19836,		35,		72,		-11
-208,		548,		19828,		5,		61,		-4
-332,		472,		19828,		0,		59,		-23
-256,		452,		19800,		18,		84,		-8
-292,		488,		19804,		12,		67,		-9
-160,		288,		19820,		-1,		76,		-19
-156,		384,		19824,		11,		65,		-17
-132,		436,		19896,		23,		89,		-3
-160,		404,		19740,		23,		73,		-12
-272,		460,		19888,		24,		72,		0
-260,		456,		19796,		23,		54,		4
-228,		416,		19816,		15,		60,		2
-232,		448,		19856,		32,		69,		-3
-248,		464,		19712,		23,		75,		-22
-168,		396,		19888,		17,		56,		-10
-312,		456,		19820,		10,		92,		-6
-260,		336,		19792,		12,		74,		-14
-252,		396,		19792,		12,		68,		9
-216,		416,		19820,		10,		75,		-4
-312,		376,		19780,		6,		73,		-3
-152,		376,		19816,		18,		72,		5
-268,		548,		19824,		17,		63,		-16
-264,		408,		19812,		10,		62,		-11
-264,		372,		19888,		18,		90,		-25
-104,		444,		19868,		18,		53,		-18
-260,		472,		19920,		21,		64,		-4
-276,		388,		19828,		11,		67,		-6
-316,		460,		19700,		20,		78,		-12
-260,		392,		19880,		25,		65,		-11
-164,		448,		19708,		15,		77,		-2
-320,		368,		19808,		22,		64,		-4
-276,		424,		19772,		13,		82,		-5
-176,		452,		19856,		38,		79,		-16
-252,		400,		19824,		-6,		78,		-6
-184,		416,		19732,		22,		71,		2
-216,		436,		19924,		31,		61,		-10
-152,		432,		19900,		21,		48,		-2
-264,		448,		19636,		22,		61,		15
-204,		392,		19780,		22,		80,		-15
-184,		392,		19792,		12,		83,		10
-240,		432,		19796,		12,		65,		-12
-296,		412,		19868,		16,		57,		6
-284,		408,		19784,		16,		70,		-14
-180,		436,		19744,		24,		69,		-2
-280,		404,		19852,		3,		60,		-14
-236,		492,		19648,		14,		74,		-18
-236,		400,		19848,		10,		78,		-9
-216,		392,		19812,		18,		74,		-12
-248,		436,		19852,		22,		53,		9
-228,		408,		19852,		22,		91,		-31
-328,		396,		19832,		-1,		60,		-5
-328,		300,		19740,		11,		55,		-18
-264,		464,		19772,		22,		68,		-4
-204,		456,		19852,		27,		66,		-15
-152,		496,		19884,		5,		84,		-11
-168,		380,		19824,		25,		78,		3
-200,		492,		19724,		1,		62,		-11
-200,		332,		19860,		38,		72,		-8
-208,		456,		19756,		-3,		61,		-11
-176,		456,		19884,		3,		55,		-16
-308,		372,		19812,		9,		73,		1
-156,		532,		19732,		26,		62,		-6
-292,		364,		19860,		16,		65,		13
-236,		388,		19836,		4,		37,		4
-164,		408,		19840,		23,		75,		-10
-204,		420,		19844,		19,		71,		-14
-204,		484,		19716,		23,		61,		-30
-156,		468,		19796,		0,		54,		-1
-224,		384,		19740,		19,		68,		7
-204,		436,		19772,		20,		88,		-5
-236,		532,		19752,		-7,		58,		-4
-348,		388,		19984,		37,		57,		-22
-220,		392,		19764,		19,		70,		3
-168,		444,		19892,		6,		85,		-1
-240,		436,		19792,		33,		70,		-14
-252,		368,		19848,		4,		71,		-19
-192,		524,		19776,		8,		58,		6
-296,		348,		19816,		7,		63,		16
-244,		464,		19736,		14,		76,		-10
-248,		412,		20004,		8,		71,		-3
-212,		400,		19764,		-4,		76,		9
-340,		476,		19812,		14,		82,		-7
-256,		464,		19860,		14,		75,		-10
-148,		352,		19816,		24,		73,		-3
-252,		448,		19816,		7,		81,		4
-228,		436,		19772,		37,		62,		-3
-236,		460,		19780,		26,		90,		-4
-220,		460,		19764,		14,		70,		-11
-296,		484,		19792,		16,		71,		-20
-288,		468,		19768,		20,		74,		-16
-192,		428,		19788,		4,		75,		-2
-268,		540,		19860,		12,		66,		-12
-256,		460,		19744,		16,		88,		-21
-280,		524,		19752,		26,		68,		-7
-104,		388,		19672,		26,		87,		-18
-332,		416,		19872,		20,		102,		-18
-276,		472,		19772,		34,		65,		1
-228,		376,		19788,		16,		62,		2
-224,		440,		19844,		5,		75,		-9
-264,		424,		19848,		8,		64,		-17
-196,		432,		19812,		24,		80,		-11
-204,		432,		19832,		39,		77,		0
-244,		444,		19784,		33,		49,		4
-268,		412,		19860,		19,		90,		-17
-244,		448,		19924,		13,		53,		-1
-236,		460,		19832,		16,		46,		1
-276,		472,		19748,		22,		72,		0
-192,		416,		19812,		39,		83,		-8
-196,		464,		19672,		41,		82,		-15
-192,		436,		19744,		6,		75,		11
-196,		348,		19720,		-5,		74,		0
-308,		404,		19972,		23,		77,		-6
-300,		412,		19884,		22,		72,		9
-244,		476,		19924,		-3,		84,		4
-148,		424,		19764,		9,		67,		-7
-248,		552,		19760,		11,		69,		5
-200,		512,		19788,		25,		102,		-2
-208,		536,		19920,		18,		56,		-26
-324,		420,		19828,		20,		65,		-23
-196,		332,		19816,		-14,		56,		-9
-248,		468,		19764,		20,		75,		25
-236,		448,		19692,		15,		61,		-5
-252,		432,		19744,		9,		75,		-12
-352,		440,		19644,		23,		78,		-5
-228,		488,		19836,		16,		61,		4
-248,		464,		19776,		10,		78,		-1
-308,		432,		19844,		9,		80,		-1
-256,		368,		19804,		25,		58,		8
-220,		424,		19792,		14,		77,		4
-288,		444,		19804,		17,		80,		-11
-312,		412,		19692,		25,		77,		-13
-224,		444,		19848,		26,		68,		-4
-292,		468,		19856,		6,		78,		-9
-304,		404,		19780,		13,		68,		3
-324,		396,		19804,		27,		72,		-7
-184,		424,		19752,		24,		66,		1
-172,		444,		19900,		22,		48,		-2
-272,		460,		19688,		12,		82,		-2
-152,		500,		19828,		21,		79,		7
-272,		472,		19668,		33,		65,		-3
-300,		484,		19792,		18,		77,		15
-296,		376,		19724,		6,		80,		-18
-204,		420,		19768,		30,		51,		-13
-200,		500,		19720,		29,		66,		12
-120,		440,		19696,		23,		49,		-7
-264,		488,		19804,		21,		74,		-13
-204,		428,		19916,		23,		59,		-10
-268,		452,		19828,		21,		57,		-13
-280,		376,		19756,		29,		79,		10
-224,		440,		19744,		25,		82,		9
-220,		436,		19824,		20,		56,		-15
-268,		412,		19844,		3,		97,		-16
-280,		428,		19796,		37,		68,		-21
-276,		436,		19824,		16,		73,		-7
-208,		484,		19776,		26,		50,		-18
-300,		508,		19664,		23,		67,		-8
-188,		444,		19676,		27,		74,		-22
-340,		380,		19692,		22,		67,		-9
-268,		392,		19748,		13,		71,		-6
-224,		416,		19780,		14,		80,		-8
-324,		408,		19832,		23,		61,		-12
-188,		468,		19772,		15,		60,		4
-232,		540,		19848,		23,		66,		0
-192,		376,		19864,		25,		81,		0
-340,		432,		19872,		12,		75,		-13
-292,		452,		19816,		20,		68,		6
-184,		448,		19932,		2,		60,		-14
-88,		452,		19880,		12,		87,		-15
-148,		400,		19644,		5,		67,		-22
-212,		516,		19740,		19,		73,		-24
-268,		440,		19668,		20,		87,		-4
-244,		412,		19712,		18,		66,		-24
-380,		404,		19764,		29,		90,		-8
-364,		392,		19864,		12,		86,		-15
-236,		428,		19868,		16,		79,		-1
-272,		412,		19740,		6,		71,		-15
-176,		424,		19848,		15,		70,		-9
-284,		412,		19760,		14,		68,		-20
-180,		416,		19796,		27,		58,		-27
-164,		520,		19796,		23,		68,		-12
-188,		432,		19824,		26,		90,		-7
-192,		300,		19824,		26,		86,		-7
-364,		520,		19848,		11,		81,		-2
-284,		484,		19924,		24,		91,		-8
-364,		440,		19924,		9,		93,		-3
-332,		364,		19816,		37,		74,		-7
-228,		476,		19844,		24,		75,		-10
-264,		468,		19784,		34,		57,		-8
-248,		388,		19884,		24,		75,		1
-236,		368,		19908,		16,		72,		-6
-148,		444,		19736,		11,		61,		-19
-204,		380,		19708,		22,		75,		4
-164,		396,		19828,		15,		68,		-5
-236,		340,		19816,		4,		87,		7
-372,		428,		19836,		18,		69,		-9
-292,		404,		19668,		-4,		73,		10
-352,		488,		19796,		19,		82,		-3
-188,		448,		19756,		16,		76,		6
-156,		312,		19676,		23,		67,		-5
-208,		476,		19712,		29,		62,		-9
-192,		440,		19752,		21,		55,		16
-256,		408,		19932,		26,		73,		-20
-164,		432,		19764,		15,		63,		0
-188,		464,		19772,		-19,		84,		0
-224,		440,		19884,		10,		63,		-2
-232,		492,		19856,		3,		68,		-1
-256,		540,		19840,		5,		78,		-2
-236,		460,		19832,		19,		77,		-23
-272,		496,		19728,		18,		76,		4
-216,		348,		19716,		9,		61,		-6
-128,		428,		19748,		21,		56,		-5
-184,		360,		19724,		9,		86,		-5
-180,		472,		19884,		7,		63,		4
-240,		444,		19956,		16,		43,		6
-188,		392,		19808,		21,		71,		-6
-212,		376,		19796,		20,		67,		-5
-276,		436,		19760,		18,		65,		0
-216,		464,		19820,		11,		90,		4
-156,		340,		19792,		11,		44,		-12
-252,		464,		19992,		10,		57,		6
-228,		360,		19776,		21,		61,		20
-192,		504,		19780,		0,		81,		13
-176,		460,		19844,		23,		60,		7
-212,		432,		19728,		12,		65,		-3
-248,		388,		19708,		25,		90,		-15
-228,		496,		19812,		21,		88,		-11
-224,		460,		19868,		14,		73,		-26
-228,		460,		19760,		28,		62,		-4
-300,		440,		19764,		2,		77,		-4
-252,		408,		19796,		11,		62,		-12
-196,		548,		19744,		21,		69,		-20
-300,		452,		19732,		11,		92,		3
-260,		428,		19788,		12,		73,		-6
-284,		432,		19824,		17,		59,		1
-232,		408,		19672,		21,		72,		-1
-216,		384,		19816,		9,		78,		-27
-204,		424,		19744,		12,		70,		2
-208,		416,		19824,		23,		66,		-3
-192,		372,		19808,		19,		75,		-2
-236,		376,		19896,		20,		89,		-4
-216,		412,		19544,		6,		81,		-14
-224,		388,		19796,		25,		82,		4
-188,		384,		19852,		22,		73,		-17
-292,		400,		19760,		28,		61,		-17
-176,		480,		19816,		16,		58,		-3
-236,		408,		19820,		34,		77,		7
-252,		380,		19956,		33,		78,		-8
-272,		392,		19788,		12,		77,		-6
-288,		432,		19832,		22,		70,		-17
-224,		512,		19720,		32,		64,		-12
-244,		460,		19880,		28,		70,		-13
-200,		424,		19772,		5,		58,		-15
-112,		352,		19860,		32,		61,		-5
-296,		360,		19716,		34,		79,		-12
-240,		568,		19816,		10,		116,		-9
-336,		428,		19800,		25,		74,		-5
-292,		432,		19872,		13,		88,		-1
-256,		452,		19820,		32,		77,		-24
-204,		504,		19744,		25,		54,		-32
-204,		440,		19676,		14,		84,		3
-236,		412,		19808,		16,		68,		-8
-144,		428,		19804,		8,		76,		-1
-268,		368,		19808,		14,		65,		-10
-232,		276,		19944,		35,		67,		7
-228,		448,		19900,		6,		70,		8
-268,		484,		19900,		2,		75,		13
-304,		476,		19760,		8,		58,		-21
-292,		472,		19808,		17,		82,		-5
-304,		432,		19724,		11,		66,		-6
-268,		380,		19764,		31,		65,		3
-304,		492,		19784,		4,		73,		-16
-256,		404,		19720,		36,		73,		-3
-236,		360,		19948,		26,		63,		-12
-196,		424,		19812,		15,		70,		-12
-252,		376,		19860,		32,		73,		-3
-260,		344,		19796,		16,		55,		9
-160,		408,		19780,		30,		56,		14
-224,		480,		19788,		18,		90,		-17
-236,		496,		19848,		17,		54,		-7
-280,		404,		19868,		13,		65,		5
-296,		424,		19852,		4,		70,		-5
-244,		304,		19884,		26,		87,		-3
-300,		396,		19852,		31,		67,		-7
-228,		412,		19724,		18,		87,		-11
-208,		516,		19768,		20,		71,		-12
-220,		460,		19852,		17,		60,		-13
-188,		440,		19852,		7,		69,		-14
-248,		408,		19700,		10,		78,		-6
-192,		372,		19704,		19,		42,		-6
-184,		512,		19676,		25,		54,		-6
-252,		432,		19780,		7,		74,		-23
-260,		316,		19920,		15,		64,		-4
-220,		384,		19584,		23,		64,		-19
-200,		468,		19760,		32,		68,		-8
-220,		396,		19900,		9,		71,		20
-184,		404,		19868,		32,		73,		10
-240,		468,		19932,		9,		98,		-10
-136,		468,		19696,		11,		69,		1
-284,		488,		19784,		21,		74,		-28
-216,		536,		19784,		18,		63,		-20
-176,		464,		19856,		26,		41,		-22
-208,		488,		19764,		17,		79,		-6
-252,		424,		19812,		25,		59,		-9
-200,		372,		19736,		23,		76,		-6
-224,		476,		19720,		17,		81,		-5
-284,		452,		19932,		13,		83,		-17
-236,		384,		19816,		31,		64,		-14
-224,		464,		19820,		20,		77,		7
-308,		408,		19632,		5,		75,		13
-228,		368,		19768,		10,		75,		10
-268,		484,		19716,		22,		103,		-5
-240,		464,		19800,		24,		77,		1
-340,		472,		19776,		31,		82,		-13
-160,		460,		19940,		24,		65,		-5
-264,		372,		19760,		10,		69,		-4
-260,		340,		19836,		10,		67,		-10
-144,		380,		19932,		7,		55,		-18
-268,		392,		19696,		29,		94,		-1
