-17,		86,		-11
-6,		79,		-7
18,		81,		1
-9,		93,		-16
0,		61,		-11
-8,		82,		5
7,		78,		-14
16,		85,		4
3,		78,		-11
-16,		80,		3
1,		57,		5
3,		62,		12
13,		75,		-15
2,		78,		-16
1,		84,		-25
-2,		65,		2
4,		85,		-1
2,		65,		-28
7,		79,		-9
-18,		99,		-8
10,		75,		-7
7,		72,		3
-8,		85,		-6
-3,		59,		1
19,		93,		-4
4,		87,		8
10,		68,		-2
-4,		105,		-5
15,		100,		7
14,		65,		-20
4,		90,		-7
-1,		75,		5
3,		68,		0
12,		90,		-10
2,		78,		6
-4,		78,		-4
7,		77,		-19
-5,		92,		1
5,		60,		-5
0,		79,		-10
1,		84,		-5
-14,		71,		-8
-6,		65,		-12
-3,		65,		-4
22,		65,		-19
2,		87,		-7
6,		75,		9
-4,		66,		17
29,		74,		-9
-9,		75,		-15
8,		66,		7
-8,		67,		-11
-21,		73,		-7
-4,		70,		-7
5,		83,		-6
-6,		71,		-3
12,		76,		-2
3,		60,		-7
-6,		77,		-8
-8,		73,		15
4,		64,		-8
13,		70,		-9
9,		78,		-11
12,		53,		-4
-3,		74,		-21
5,		75,		-3
4,		83,		-16
15,		75,		-5
8,		79,		-7
-19,		75,		-21
2,		90,		-19
-5,		61,		-8
11,		76,		-9
12,		107,		14
-11,		83,		9
7,		65,		-13
2,		69,		15
1,		90,		-11
0,		63,		-18
-4,		69,		-10
-26,		78,		10
8,		77,		-6
-3,		82,		-17
10,		65,		5
11,		82,		8
-6,		58,		-27
8,		76,		16
-12,		76,		-14
2,		79,		-14
-4,		102,		2
7,		45,		-19
10,		87,		1
6,		56,		-16
0,		95,		-11
1,		91,		7
5,		75,		6
8,		53,		-14
-9,		79,		-5
-12,		85,		-4
-2,		56,		8
-1,		95,		-14
-2,		64,		-5
-4,		80,		-10
-5,		69,		-8
-2,		92,		-16
0,		77,		6
0,		89,		1
-10,		92,		1
23,		86,		-5
-3,		76,		-16
-5,		80,		-15
-2,		69,		10
-4,		69,		3
2,		63,		3
-11,		91,		-28
23,		77,		-24
9,		80,		8
-16,		66,		-13
-5,		85,		1
-8,		76,		-15
8,		76,		11
0,		86,		-7
-8,		90,		-16
0,		83,		-9
14,		78,		-9
18,		78,		-6
1,		91,		-27
-8,		67,		13
10,		86,		-32
-5,		93,		-10
7,		81,		-14
6,		71,		-5
-8,		79,		-6
-4,		66,		7
-17,		109,		-16
18,		92,		-21
22,		49,		-4
0,		70,		-4
7,		61,		-6
-4,		78,		3
-2,		74,		5
0,		85,		-10
-14,		80,		4
-4,		78,		9
3,		87,		-13
13,		59,		-5
-7,		105,		-4
-11,		88,		-1
11,		73,		-6
9,		79,		0
-1,		71,		3
-5,		73,		-19
13,		77,		-14
5,		86,		-13
-1,		92,		10
-1,		62,		-7
11,		76,		-4
6,		83,		-10
2,		73,		-12
11,		74,		3
0,		76,		-17
-7,		88,		-5
12,		75,		-5
5,		97,		-9
5,		71,		10
6,		92,		-15
-15,		69,		-11
8,		83,		9
12,		63,		26
0,		75,		-28
-8,		88,		-23
-5,		76,		1
-7,		89,		-12
15,		64,		-11
1,		87,		-8
9,		64,		10
14,		65,		-6
20,		74,		-11
-4,		55,		-3
10,		85,		-12
-10,		73,		-7
-14,		83,		-10
5,		72,		13
-8,		78,		-19
-3,		65,		-11
8,		62,		-8
-11,		78,		-27
-13,		89,		11
5,		79,		-11
9,		79,		8
9,		66,		15
-5,		80,		4
0,		70,		3
-10,		75,		0
-2,		57,		-6
15,		59,		-14
1,		64,		2
2,		78,		-2
-6,		83,		-6
-7,		75,		2
4,		80,		11
5,		81,		-4
-5,		85,		-9
5,		63,		-10
12,		75,		14
2,		83,		-15
7,		81,		5
-5,		82,		0
-9,		76,		-17
1,		78,		-7
-16,		88,		-21
-5,		70,		-13
3,		86,		-14
2,		74,		6
-4,		69,		-20
-8,		72,		-3
-1,		74,		4
20,		63,		-8
-14,		71,		-6
3,		57,		-10
-1,		82,		-2
-1,		59,		-20
-4,		82,		-9
9,		77,		-14
-10,		73,		2
-1,		83,		10
-9,		94,		-5
-16,		78,		-1
15,		72,		-6
-3,		91,		1
10,		84,		-9
-5,		56,		-16
0,		88,		4
3,		53,		-16
1,		86,		-16
10,		90,		-1
-11,		62,		-4
2,		94,		0
8,		58,		-10
-9,		74,		8
-2,		63,		2
2,		82,		-14
12,		64,		-1
-21,		77,		-22
-1,		70,		-10
9,		70,		4
-15,		70,		-5
-8,		61,		-10
5,		98,		-4
-13,		70,		-22
3,		65,		-15
-21,		73,		-14
10,		79,		-6
5,		74,		-26
0,		71,		-7
-8,		71,		9
-9,		79,		-15
-1,		63,		4
-4,		73,		-1
-2,		78,		-14
4,		81,		-18
11,		67,		-1
-7,		59,		-20
2,		77,		17
-7,		72,		-1
-4,		76,		-4
9,		61,		7
0,		66,		-21
9,		98,		-3
-1,		73,		0
-3,		60,		0
-15,		75,		-15
4,		82,		7
-1,		82,		-22
6,		75,		-9
20,		94,		-13
2,		72,		-5
-4,		89,		-6
12,		65,		15
7,		73,		-20
-4,		82,		-2
14,		98,		13
-2,		87,		-9
5,		49,		-26
-10,		110,		-3
12,		73,		-22
2,		80,		-10
-2,		59,		-8
6,		65,		-5
-22,		85,		-18
13,		75,		5
-1,		90,		-15
-4,		77,		2
-5,		76,		-12
-12,		79,		-2
12,		66,		-23
10,		75,		4
13,		71,		0
1,		92,		-11
9,		99,		2
6,		76,		-3
12,		71,		-20
-3,		73,		-2
7,		71,		1
5,		67,		9
-2,		95,		-8
-6,		63,		9
9,		67,		5
5,		81,		-1
9,		70,		-4
8,		73,		-7
-1,		77,		7
-20,		92,		1
19,		75,		3
-12,		54,		-5
3,		64,		-22
-3,		81,		6
22,		86,		-18
5,		77,		-9
11,		73,		9
-4,		73,		-17
-10,		77,		8
13,		76,		2
5,		103,		-17
5,		83,		-26
-4,		57,		-5
6,		74,		-1
18,		78,		-2
2,		97,		0
-3,		64,		-14
24,		66,		-9
1,		78,		-4
8,		56,		2
8,		75,		-37
-7,		85,		8
-3,		68,		-25
-6,		69,		-2
19,		75,		-11
13,		73,		-23
-7,		76,		-17
-4,		75,		-3
3,		80,		-18
-9,		77,		-15
8,		65,		-17
14,		86,		-4
-8,		71,		-11
21,		83,		-19
9,		64,		-10
4,		79,		3
3,		58,		-3
4,		75,		-3
6,		67,		-11
-4,		78,		-22
22,		84,		10
3,		92,		-23
-16,		54,		-22
9,		76,		-7
7,		76,		3
0,		71,		-11
2,		63,		3
-12,		82,		7
-1,		72,		-28
11,		85,		-3
-2,		68,		-9
4,		68,		-3
-16,		86,		-3
3,		62,		-8
-9,		78,		-7
-7,		70,		-10
11,		58,		-5
0,		71,		-1
14,		82,		10
13,		64,		-14
7,		79,		18
5,		63,		-11
-13,		72,		1
-4,		64,		8
8,		79,		-17
-3,		90,		-3
5,		64,		-15
9,		80,		-20
13,		73,		-22
-1,		90,		-11
-18,		72,		9
8,		77,		-15
20,		77,		9
9,		87,		-14
2,		67,		-8
13,		78,		-3
-1,		73,		5
11,		68,		-21
12,		71,		-2
1,		66,		-18
2,		70,		21
-18,		101,		5
11,		97,		5
-8,		67,		-3
-7,		79,		-18
5,		70,		-1
14,		64,		-19
0,		80,		7
14,		69,		-6
-7,		63,		-1
2,		83,		-23
2,		82,		-17
-11,		83,		-7
3,		75,		-15
11,		86,		2
-12,		56,		-16
11,		65,		-15
-11,		67,		0
0,		62,		-8
7,		88,		-7
-3,		81,		-12
-15,		77,		-10
-8,		65,		9
-2,		93,		-2
-4,		72,		-3
12,		87,		4
-6,		71,		5
6,		56,		-5
8,		72,		-22
-12,		56,		-3
-2,		80,		-3
7,		67,		-7
14,		92,		-13
-8,		80,		-3
3,		73,		-20
2,		74,		-18
11,		65,		-9
5,		73,		-10
13,		81,		-15
14,		73,		3
-3,		73,		-10
4,		90,		-7
-5,		83,		-2
6,		74,		-20
10,		74,		-33
5,		79,		-6
7,		73,		-19
-12,		81,		-6
-9,		65,		-15
-1,		76,		-2
-8,		77,		-11
18,		77,		6
0,		73,		-13
-13,		65,		1
-2,		64,		-6
-4,		80,		-8
6,		72,		-9
5,		72,		-13
-22,		80,		-4
20,		91,		-30
11,		85,		-2
-16,		90,		-8
6,		68,		-13
-4,		94,		-3
-18,		65,		-2
-11,		84,		-14
-11,		60,		-5
-9,		86,		25
18,		60,		-15
-7,		81,		14
-1,		72,		-10
-6,		72,		-8
-5,		58,		-8
-4,		104,		-16
7,		85,		-9
-17,		95,		6
2,		64,		0
5,		62,		5
-10,		69,		3
-20,		63,		-14
-5,		88,		11
-6,		95,		-5
3,		66,		9
-2,		100,		-7
-16,		73,		-21
0,		68,		-11
1,		84,		-15
-20,		83,		1
-4,		79,		-7
-9,		74,		-10
-4,		84,		-10
20,		65,		-2
9,		76,		-7
-8,		89,		-24
3,		86,		-15
5,		81,		0
12,		77,		-5
6,		80,		-12
16,		65,		-2
-16,		87,		-20
4,		73,		-15
3,		71,		2
25,		79,		-18
-11,		84,		-11
25,		74,		-23
-4,		70,		-26
8,		56,		-4
16,		89,		-9
7,		69,		3
-3,		85,		-22
-13,		68,		-3
5,		89,		1
-15,		80,		3
6,		79,		-8
18,		73,		-7
12,		72,		-28
7,		75,		-6
1,		78,		-15
15,		99,		-10
24,		85,		-26
7,		81,		10
-7,		63,		-9
0,		76,		20
-6,		76,		-9
-18,		73,		-3
12,		96,		-25
-5,		92,		-21
-7,		73,		-5
-7,		69,		-27
16,		93,		23
-16,		74,		-10
-4,		71,		-22
-1,		97,		-13
7,		81,		-4
7,		63,		-8
10,		90,		-13
-9,		85,		-19
21,		106,		12
0,		86,		-12
-6,		85,		-22
-16,		93,		5
-3,		59,		-16
12,		76,		9
19,		88,		-16
8,		75,		-12
7,		80,		0
4,		66,		2
24,		83,		-10
-12,		70,		-35
-1,		79,		-11
1,		62,		-16
-9,		92,		1
5,		92,		-21
6,		71,		-20
15,		82,		-4
-5,		78,		-15
-2,		102,		-7
-16,		69,		-10
8,		76,		14
25,		83,		-4
4,		83,		-4
0,		84,		-2
5,		72,		-16
15,		87,		-12
5,		86,		10
16,		89,		3
11,		82,		2
9,		77,		-24
7,		75,		4
8,		90,		9
5,		72,		-12
2,		84,		-1
4,		82,		-5
-11,		71,		-12
16,		84,		-29
-3,		58,		2
-5,		77,		-4
-1,		70,		-16
-2,		77,		9
3,		81,		-6
25,		97,		13
3,		59,		-24
19,		74,		-4
-2,		93,		-12
-5,		85,		-7
2,		77,		-16
10,		71,		-1
4,		63,		-11
15,		94,		4
-5,		87,		-13
1,		70,		-17
0,		57,		-6
-11,		59,		-10
1,		69,		1
2,		65,		-4
-6,		78,		-23
-5,		73,		15
-2,		57,		-13
-11,		81,		-3
7,		90,		-2
2,		64,		-6
4,		74,		-21
-13,		77,		2
4,		72,		-11
-1,		80,		-14
-12,		92,		-2
-6,		86,		-12
-10,		76,		-24
3,		79,		-12
9,		88,		-7
6,		54,		-21
7,		65,		-1
-4,		67,		-8
-5,		102,		5
14,		66,		-3
-4,		90,		0
4,		73,		-6
3,		69,		-32
3,		93,		0
-2,		88,		-10
2,		83,		-15
-10,		79,		-9
23,		69,		-15
-10,		77,		7
-3,		66,		7
10,		80,		-6
-13,		89,		5
5,		90,		1
-7,		78,		-11
1,		64,		-5
-3,		90,		-7
17,		74,		-1
23,		87,		1
-10,		77,		-10
1,		65,		-15
-9,		52,		-33
-1,		66,		-17
12,		70,		-5
10,		60,		-20
6,		67,		-16
1,		88,		-7
19,		86,		-14
-9,		77,		-17
12,		92,		0
-4,		71,		-2
10,		68,		-14
3,		85,		22
-9,		84,		0
11,		57,		-16
-18,		56,		-8
-32,		85,		-7
-3,		63,		-8
9,		81,		3
-8,		70,		11
-7,		72,		-20
-27,		76,		-7
0,		76,		2
5,		90,		0
3,		84,		-11
-4,		86,		-3
8,		71,		12
-13,		81,		-14
1,		72,		1
3,		56,		-16
-1,		77,		3
4,		86,		-18
3,		74,		-9
7,		67,		-3
-6,		51,		-25
-9,		87,		16
1,		77,		-37
-6,		76,		2
-1,		73,		-11
16,		79,		-8
-1,		70,		0
14,		100,		-11
0,		78,		5
18,		67,		-14
9,		75,		15
-13,		71,		-6
0,		70,		4
-1,		84,		-14
2,		73,		4
0,		74,		15
8,		75,		-14
-10,		63,		19
15,		70,		5
7,		101,		-18
0,		72,		-16
-5,		81,		0
6,		83,		-7
-12,		63,		8
-1,		74,		4
-1,		69,		-4
-6,		78,		-7
-5,		73,		-20
-2,		81,		-7
-7,		78,		-19
1,		79,		-1
-2,		83,		-6
0,		71,		6
18,		78,		-12
4,		49,		3
-2,		86,		-10
-1,		76,		1
-19,		75,		-5
-9,		77,		-14
-3,		85,		8
3,		68,		-20
-13,		79,		-28
23,		77,		-4
-23,		62,		-15
-4,		73,		-15
6,		68,		-7
16,		57,		-22
8,		77,		4
-9,		79,		-11
-10,		74,		7
-6,		80,		-2
9,		73,		-30
-7,		69,		-2
19,		87,		-6
-8,		46,		-13
-8,		65,		-12
16,		68,		-13
-3,		82,		10
-14,		60,		-9
-13,		78,		-6
-8,		100,		17
13,		85,		-20
-1,		86,		-8
0,		58,		11
3,		71,		-4
-13,		59,		-7
-2,		74,		5
0,		69,		-16
6,		84,		11
2,		66,		-16
-18,		71,		-15
15,		71,		-20
16,		77,		10
1,		68,		-5
13,		78,		15
2,		83,		-22
0,		52,		7
-5,		57,		-16
-6,		81,		-18
-5,		75,		-4
10,		80,		-15
-22,		71,		0
-2,		74,		1
2,		77,		-9
0,		67,		-25
3,		56,		-20
12,		85,		-17
-6,		101,		4
9,		78,		6
9,		80,		-34
-11,		81,		16
5,		72,		-5
-4,		77,		-17
6,		78,		-11
8,		91,		-14
-10,		78,		14
-12,		62,		-26
3,		78,		-16
-5,		67,		0
4,		77,		-8
12,		68,		0
34,		86,		-6
9,		44,		16
12,		92,		-15
18,		61,		-4
-9,		82,		-18
11,		68,		-12
11,		69,		7
9,		82,		-5
11,		77,		-18
14,		85,		-13
-12,		89,		-18
-1,		75,		-17
3,		84,		0
10,		52,		8
1,		69,		6
-5,		63,		-9
2,		67,		-2
-3,		69,		-9
11,		64,		-9
-12,		83,		7
16,		52,		-6
-28,		97,		10
6,		80,		-20
19,		81,		6
9,		71,		-23
-9,		71,		-5
10,		77,		-10
5,		72,		14
1,		66,		-12
3,		56,		-14
-13,		82,		9
8,		79,		-1
-13,		86,		-9
-13,		70,		-5
-1,		92,		-4
-2,		79,		-3
-11,		70,		-1
0,		71,		10
23,		75,		-17
-8,		100,		-7
11,		66,		5
3,		72,		-8
-3,		69,		4
1,		91,		-5
5,		81,		-2
13,		95,		-11
20,		64,		-1
0,		84,		-22
-2,		64,		-14
5,		78,		-1
-14,		75,		-4
6,		77,		-2
-5,		93,		5
18,		78,		-13
8,		64,		2
4,		73,		-14
0,		77,		-12
-9,		74,		1
3,		81,		-27
4,		73,		-11
-5,		86,		-12
7,		70,		-23
-5,		77,		-11
-14,		61,		-21
-1,		67,		-4
-16,		88,		-5
-4,		73,		11
-2,		80,		-6
-3,		80,		0
-3,		77,		-7
0,		67,		3
12,		69,		-5
-15,		78,		8
-8,		54,		-6
5,		69,		3
-12,		74,		-18
-3,		78,		2
12,		71,		-10
-1,		91,		7
17,		85,		9
11,		77,		-4
0,		74,		4
10,		80,		-5
-2,		76,		-1
21,		68,		-27
0,		84,		-10
2,		89,		0
-11,		73,		-24
10,		69,		-2
1,		78,		-21
1,		91,		-4
9,		58,		-1
17,		56,		-10
-3,		93,		-1
-14,		69,		10
8,		69,		-9
11,		100,		0
-15,		69,		-12
-4,		72,		-8
2,		81,		-5
-6,		74,		-12
4,		63,		-15
-8,		58,		-9
22,		67,		0
4,		67,		-2
3,		92,		-10
-11,		77,		-6
-18,		54,		-9
-1,		61,		-9
-7,		75,		-1
-5,		65,		1
11,		66,		-14
7,		69,		-17
6,		71,		4
-4,		76,		11
1,		92,		-18
-10,		56,		-16
7,		76,		5
13,		80,		-18
21,		76,		-8
4,		77,		-2
6,		54,		-1
9,		93,		-5
-8,		85,		8
-9,		85,		-16
1,		82,		-9
8,		68,		-4
-9,		109,		-16
3,		69,		-17
5,		70,		-13
15,		82,		-18
-7,		84,		3
2,		75,		-9
1,		71,		-7
-4,		71,		-1
-3,		67,		-13
-3,		72,		-8
-1,		64,		8
-10,		81,		-24
4,		75,		-16
1,		77,		-7
-13,		81,		-6
-4,		60,		-12
7,		92,		3
-14,		70,		-6
-10,		86,		3
-2,		77,		3
-12,		54,		-3
-6,		70,		9
3,		63,		-3
4,		90,		7
-1,		91,		-19
-2,		83,		-12
-13,		70,		-29
6,		65,		-15
-5,		76,		4
-17,		84,		3
-3,		97,		-19
1,		65,		-13
2,		84,		-1
1,		89,		-13
15,		64,		8
-5,		76,		4
-5,		93,		-5
7,		71,		-27
7,		76,		15
-14,		63,		-17
-12,		49,		-16
-6,		79,		-17
19,		56,		10
-19,		87,		7
-4,		60,		-21
1,		90,		12
-6,		66,		-24
1,		83,		8
8,		80,		-26
-3,		72,		-4
8,		95,		2
-1,		66,		-17
0,		89,		1
6,		63,		4
4,		83,		-25
16,		75,		-11
-8,		83,		-3
-8,		45,		6
-6,		81,		-2
13,		78,		-2
-4,		80,		13
11,		74,		-6
7,		83,		-12
-1,		78,		2
12,		85,		-4
4,		79,		-9
5,		68,		8
3,		79,		2
-7,		67,		19
11,		93,		-3
5,		68,		5
1,		99,		10
9,		108,		-6
4,		69,		7
11,		74,		-5
1,		78,		-5
-3,		77,		-2
-4,		64,		-19
16,		87,		-16
-5,		69,		1
3,		86,		3
-4,		66,		-15
-8,		76,		0
-3,		77,		-6
0,		62,		-21
-12,		72,		5
6,		76,		8
-14,		74,		-3
13,		89,		-21
-5,		44,		-12
-7,		72,		7
4,		87,		1
5,		64,		-9
11,		76,		-1
-7,		84,		6
-4,		81,		-4
2,		61,		-8
-5,		68,		-8
13,		96,		-3
8,		79,		-15
-5,		96,		-4
16,		86,		0
6,		83,		-10
11,		72,		-26
-18,		75,		-7
-11,		71,		-4
12,		83,		-5
7,		52,		-15
-6,		75,		12
4,		86,		-11
18,		71,		-1
12,		73,		-1
3,		61,		-20
8,		72,		3
-14,		81,		-9
-3,		87,		7
-9,		69,		-8
-9,		77,		-3
-13,		66,		-22
-1,		93,		-3
8,		65,		-12
-3,		80,		4
-14,		95,		-11
-13,		82,		-4
14,		78,		4
-19,		90,		-5
4,		77,		13
-6,		99,		-11
8,		81,		-11
3,		77,		-2
1,		70,		1
-9,		75,		-11
12,		68,		-6
3,		82,		-1
2,		74,		-3
-14,		68,		-12
6,		79,		-15
0,		48,		-13
-1,		87,		6
1,		68,		-16
-20,		78,		11
-8,		68,		4
-1,		76,		-15
9,		95,		8
8,		62,		-21
-4,		70,		11
-10,		54,		-13
6,		72,		7
-2,		78,		-13
5,		69,		-8
3,		61,		-5
5,		70,		-1
-5,		81,		11
-4,		81,		-14
-1,		88,		-14
3,		95,		14
-1,		70,		-20
4,		80,		25
3,		82,		-21
2,		78,		2
-2,		77,		-19
-14,		80,		-14
-8,		59,		14
-12,		67,		-10
15,		66,		-6
10,		67,		-14
6,		91,		1
-4,		65,		6
17,		70,		5
3,		70,		-8
0,		67,		-15
1,		83,		-6
-5,		59,		-21
4,		74,		-4
-9,		92,		4
11,		75,		-31
-7,		62,		-13
7,		80,		-12
9,		62,		-8
-12,		60,		-25
6,		77,		-18
1,		62,		-4
-12,		75,		2
-3,		90,		-9
-6,		69,		-11
-15,		77,		-3
15,		87,		-5
18,		63,		-20
16,		71,		-27
8,		76,		-4
4,		62,		3
11,		81,		-25
-15,		83,		10
1,		82,		-2
-4,		78,		-9
24,		71,		-3
-12,		78,		-17
-2,		63,		7
1,		63,		-12
-3,		73,		5
3,		98,		-13
6,		66,		31
0,		94,		-8
3,		81,		1
1,		79,		-2
-5,		106,		-11
-3,		68,		10
-1,		65,		2
4,		88,		-17
-3,		58,		1
7,		70,		-23
0,		72,		-9
13,		76,		-2
-9,		77,		-2
9,		77,		-12
-8,		62,		-13
0,		84,		-6
2,		65,		2
1,		70,		-10
-11,		87,		-5
10,		79,		2
-6,		64,		-8
-11,		67,		-8
4,		77,		6
-9,		85,		0
8,		67,		-20
-3,		84,		-8
12,		83,		19
6,		89,		2
-2,		95,		-12
-5,		78,		-21
16,		77,		-6
17,		63,		2
-3,		98,		0
-12,		90,		5
-9,		74,		-29
7,		85,		-8
14,		75,		-18
-7,		88,		0
8,		64,		-7
-2,		76,		-17
-8,		76,		12
1,		69,		3
-3,		61,		-4
10,		79,		-18
-6,		70,		-9
-3,		99,		-10
6,		72,		-9
8,		73,		-11
30,		69,		-17
15,		70,		-21
9,		65,		-1
1,		59,		-11
13,		57,		2
-15,		80,		-18
-4,		67,		-12
2,		87,		-2
8,		55,		-21
-17,		52,		-23
3,		75,		0
-12,		64,		-14
-4,		65,		13
-18,		75,		-13
6,		70,		-6
-15,		82,		-11
-13,		68,		-16
22,		74,		-24
-11,		83,		8
-22,		70,		-9
2,		78,		-12
0,		93,		-9
0,		80,		-25
16,		73,		-15
-5,		70,		-5
2,		56,		-14
-17,		66,		-10
-4,		59,		-8
13,		79,		-22
5,		70,		7
-12,		80,		1
17,		73,		-10
-13,		64,		-13
13,		76,		-14
-3,		96,		-17
-2,		66,		14
8,		72,		3
2,		101,		-10
-9,		78,		3
9,		73,		-19
-22,		47,		2
2,		87,		-24
7,		78,		-6
15,		56,		-16
3,		62,		-21
3,		78,		12
-5,		75,		-27
1,		81,		-12
6,		80,		-4
10,		83,		-1
-9,		77,		-2
7,		86,		-4
10,		83,		3
15,		63,		-6
15,		58,		-15
5,		100,		-1
4,		50,		-4
1,		69,		11
-17,		71,		-2
14,		69,		-25
-23,		66,		1
2,		87,		-3
1,		84,		-6
6,		78,		-5
11,		82,		0
-8,		82,		-3
-2,		78,		-4
19,		90,		-1
-2,		76,		-5
-13,		87,		-5
7,		67,		-6
12,		83,		-5
14,		89,		9
-10,		78,		-11
6,		47,		-14
1,		86,		-5
6,		61,		-13
-12,		66,		-31
6,		85,		2
5,		55,		-14
-4,		71,		-3
11,		72,		14
-9,		84,		0
8,		53,		5
-3,		82,		-14
-2,		76,		-4
11,		68,		4
0,		75,		-14
0,		82,		7
0,		58,		3
-7,		70,		-4
-9,		91,		4
9,		94,		-8
-9,		63,		-4
24,		86,		21
-16,		76,		-36
12,		89,		-10
6,		68,		5
12,		84,		-3
11,		59,		3
1,		80,		0
-3,		84,		5
-13,		67,		-18
8,		67,		-14
-3,		69,		-8
-6,		71,		-13
8,		56,		15
10,		77,		-6
9,		60,		-8
3,		57,		-3
17,		79,		-9
2,		59,		-18
10,		79,		-3
15,		86,		-6
4,		52,		-7
5,		67,		8
4,		116,		-11
-12,		64,		0
-19,		65,		-16
-4,		74,		6
19,		68,		-3
5,		87,		-33
-23,		73,		3
18,		58,		-20
0,		91,		-4
-8,		75,		-8
1,		83,		-10
-6,		63,		-8
3,		75,		-17
-1,		103,		-24
3,		89,		2
4,		66,		-19
7,		79,		7
2,		73,		1
7,		70,		4
-2,		67,		-6
-11,		81,		8
-10,		71,		-8
-7,		65,		16
-21,		72,		-5
-5,		70,		-5
-11,		62,		6
7,		85,		3
2,		73,		-16
12,		101,		-4
-10,		50,		-15
-3,		68,		-24
15,		75,		-18
-3,		73,		-3
3,		76,		-2
11,		49,		-9
8,		69,		-9
7,		74,		-12
-1,		72,		-8
4,		70,		-27
10,		89,		-6
2,		64,		-18
-6,		86,		11
-17,		72,		-10
