-172	192	-341
-172	192	-341
-171	192	-340
-171	192	-340
-171	193	-340
-171	193	-340
-171	192	-340
-171	192	-340
-170	193	-339
-170	193	-339
-173	190	-339
-173	190	-339
-171	192	-341
-171	192	-341
-171	191	-340
-171	191	-340
-172	191	-340
-172	191	-340
-170	193	-341
-170	193	-341
-172	191	-340
-172	191	-340
-171	191	-339
-171	191	-339
-170	193	-339
-170	193	-339
-173	190	-339
-173	190	-339
-170	193	-340
-170	193	-340
-170	191	-339
-170	191	-339
-172	192	-339
-172	192	-339
-170	193	-339
-170	193	-339
-172	191	-340
-172	191	-340
-171	193	-340
-171	193	-340
-172	191	-339
-172	191	-339
-171	192	-339
-171	192	-339
-170	192	-340
-170	192	-340
-172	190	-340
-172	190	-340
-171	193	-340
-171	193	-340
-170	192	-340
-170	192	-340
-172	191	-340
-172	191	-340
-170	193	-340
-170	193	-340
-172	191	-340
-172	191	-340
-171	192	-340
-171	192	-340
-169	191	-339
-169	191	-339
-172	192	-339
-172	192	-339
-169	192	-340
-169	192	-340
-171	191	-339
-171	191	-339
-171	191	-339
-171	191	-339
-170	192	-340
-170	192	-340
-172	191	-340
-172	191	-340
-170	192	-341
-170	192	-341
-171	191	-340
-171	191	-340
-171	191	-340
-171	191	-340
-169	192	-340
-169	192	-340
-172	190	-340
-172	190	-340
-171	193	-339
-171	193	-339
-171	192	-339
-171	192	-339
-172	193	-339
-172	193	-339
-169	192	-339
-169	192	-339
-172	190	-339
-172	190	-339
-170	192	-340
-170	192	-340
-170	192	-338
-170	192	-338
-172	192	-339
-172	192	-339
-169	193	-341
-169	193	-341
-171	190	-339
-171	190	-339
-171	192	-340
-171	192	-340
-170	192	-338
-170	192	-338
-172	191	-339
-172	191	-339
-169	193	-339
-169	193	-339
-170	190	-339
-170	190	-339
-172	192	-340
-172	192	-340
-169	192	-340
-169	192	-340
-171	192	-340
-171	192	-340
-171	192	-341
-171	192	-341
-172	191	-338
-172	191	-338
-172	191	-340
-172	191	-340
-170	193	-340
-170	193	-340
-172	191	-339
-172	191	-339
-170	193	-339
-170	193	-339
-169	191	-340
-169	191	-340
-172	192	-339
-172	192	-339
-170	193	-341
-170	193	-341
-171	191	-339
-171	191	-339
-170	193	-340
-170	193	-340
-169	192	-339
-169	192	-339
-172	192	-341
-172	192	-341
-169	193	-340
-169	193	-340
-170	191	-339
-170	191	-339
-171	192	-339
-171	192	-339
-170	192	-340
-170	192	-340
-171	190	-340
-171	190	-340
-170	192	-340
-170	192	-340
-171	191	-339
-171	191	-339
-172	192	-338
-172	192	-338
-170	192	-339
-170	192	-339
-171	190	-341
-171	190	-341
-171	193	-340
-171	193	-340
-171	192	-339
-171	192	-339
-172	192	-341
-172	192	-341
-169	193	-340
-169	193	-340
-171	191	-340
-171	191	-340
-171	192	-340
-171	192	-340
-169	190	-339
-169	190	-339
-171	192	-341
-171	192	-341
-170	193	-341
-170	193	-341
-171	191	-341
-171	191	-341
-171	192	-340
-171	192	-340
-170	192	-340
-170	192	-340
-172	192	-340
-172	192	-340
-169	193	-341
-169	193	-341
-171	190	-339
-171	190	-339
-172	192	-338
-172	192	-338
-170	192	-339
-170	192	-339
-172	190	-340
-172	190	-340
-170	193	-341
-170	193	-341
-170	190	-340
-170	190	-340
-171	192	-340
-171	192	-340
-169	192	-339
-169	192	-339
-172	191	-340
-172	191	-340
-171	192	-340
-171	192	-340
-171	191	-340
-171	191	-340
-172	191	-339
-172	191	-339
-169	193	-340
-169	193	-340
-171	191	-339
-171	191	-339
-171	193	-339
-171	193	-339
-171	191	-339
-171	191	-339
-173	191	-338
-173	191	-338
-170	193	-339
-170	193	-339
-171	190	-339
-171	190	-339
-171	192	-340
-171	192	-340
-170	192	-339
-170	192	-339
-171	190	-339
-171	190	-339
-170	194	-339
-170	194	-339
-171	191	-339
-171	191	-339
-170	193	-340
-170	193	-340
-169	192	-339
-169	192	-339
-173	190	-339
-173	190	-339
-171	193	-340
-171	193	-340
-169	191	-339
-169	191	-339
-172	192	-340
-172	192	-340
-170	193	-339
-170	193	-339
-171	190	-339
-171	190	-339
-170	192	-340
-170	192	-340
-169	192	-339
-169	192	-339
-171	190	-339
-171	190	-339
-170	194	-339
-170	194	-339
-172	190	-339
-172	190	-339
-170	194	-340
-170	194	-340
-169	191	-339
-169	191	-339
-171	191	-339
-171	191	-339
-168	192	-341
-168	192	-341
-170	190	-338
-170	190	-338
-170	192	-340
-170	192	-340
-170	193	-338
-170	193	-338
-172	191	-338
-172	191	-338
-169	193	-340
-169	193	-340
-170	191	-340
-170	191	-340
-171	191	-340
-171	191	-340
-170	193	-338
-170	193	-338
-172	189	-338
-172	189	-338
-170	192	-340
-170	192	-340
-170	192	-340
-170	192	-340
-171	190	-339
-171	190	-339
-170	192	-339
-170	192	-339
-171	191	-338
-171	191	-338
-171	192	-339
-171	192	-339
-170	190	-339
-170	190	-339
-171	192	-339
-171	192	-339
-170	193	-339
-170	193	-339
-171	190	-338
-171	190	-338
-171	191	-339
-171	191	-339
-169	192	-339
-169	192	-339
-172	190	-339
-172	190	-339
-171	193	-339
-171	193	-339
-170	191	-339
-170	191	-339
-171	191	-339
-171	191	-339
-170	192	-339
-170	192	-339
-172	190	-338
-172	190	-338
-170	193	-339
-170	193	-339
-169	191	-339
-169	191	-339
-171	191	-340
-171	191	-340
-169	192	-338
-169	192	-338
-171	190	-339
-171	190	-339
-171	192	-339
-171	192	-339
-170	191	-339
-170	191	-339
-172	191	-339
-172	191	-339
-169	194	-339
-169	194	-339
-171	188	-338
-171	188	-338
-170	191	-339
-170	191	-339
-170	191	-339
-170	191	-339
-170	189	-339
-170	189	-339
-170	192	-339
-170	192	-339
-171	189	-338
-171	189	-338
-171	191	-339
-171	191	-339
-168	192	-340
-168	192	-340
-172	189	-338
-172	189	-338
-171	192	-339
-171	192	-339
-170	191	-339
-170	191	-339
-170	191	-339
-170	191	-339
-170	192	-339
-170	192	-339
-171	190	-339
-171	190	-339
-169	192	-340
-169	192	-340
-170	190	-339
-170	190	-339
-171	191	-340
-171	191	-340
-169	193	-339
-169	193	-339
-171	190	-338
-171	190	-338
-171	193	-339
-171	193	-339
-170	191	-339
-170	191	-339
-171	190	-339
-171	190	-339
-169	192	-338
-169	192	-338
-171	190	-339
-171	190	-339
-171	191	-339
-171	191	-339
-170	191	-339
-170	191	-339
-172	190	-339
-172	190	-339
-170	193	-338
-170	193	-338
-171	190	-339
-171	190	-339
-170	192	-339
-170	192	-339
-171	192	-339
