-316,	652,	19620,	24,	83,	-27
-360,	676,	19680,	-6,	50,	-24
-384,	768,	19668,	-18,	64,	16
-164,	680,	19616,	2,	72,	-30
-308,	660,	19556,	-11,	66,	-12
-320,	776,	19664,	3,	65,	-17
-364,	708,	19644,	9,	45,	-15
-380,	752,	19584,	8,	57,	-8
-356,	724,	19700,	6,	78,	-39
-312,	816,	19800,	-23,	90,	4
-304,	604,	19744,	-14,	74,	-16
-392,	756,	19628,	-9,	86,	-13
-116,	624,	19600,	14,	69,	-22
-380,	620,	19680,	15,	77,	-20
-244,	632,	19748,	14,	78,	-28
-260,	668,	19656,	-20,	57,	-7
-508,	660,	19536,	-9,	65,	-29
-284,	680,	19756,	-8,	87,	-7
-364,	728,	19580,	-4,	94,	-29
-196,	640,	19444,	-58,	87,	-15
-380,	648,	19632,	-2,	71,	-18
-400,	604,	19608,	-26,	88,	-6
-372,	744,	19724,	-27,	86,	-20
-416,	680,	19700,	-11,	43,	-22
-484,	760,	19404,	-17,	80,	-15
-336,	752,	19596,	-13,	76,	-25
-400,	684,	19780,	1,	58,	-46
-312,	756,	19532,	-9,	63,	-10
-480,	624,	19740,	4,	95,	-5
-380,	836,	19724,	-27,	54,	-8
-348,	820,	19544,	-8,	71,	-25
-364,	732,	19688,	-9,	51,	-15
-396,	716,	19676,	-8,	61,	-24
-296,	740,	19624,	1,	70,	-26
-292,	696,	19672,	17,	85,	-20
-372,	732,	19692,	8,	73,	8
-332,	764,	19520,	3,	69,	-27
-308,	712,	19648,	-17,	71,	-17
-248,	804,	19732,	9,	87,	-22
-144,	620,	19432,	-18,	83,	-11
-484,	776,	19596,	-24,	72,	-5
-288,	708,	19808,	22,	72,	-10
-240,	776,	19508,	7,	66,	-33
-436,	688,	19452,	-18,	77,	-12
-408,	784,	19712,	9,	85,	-16
-292,	672,	19680,	-32,	45,	-15
-388,	768,	19832,	0,	71,	-11
-192,	672,	19592,	-3,	64,	-54
-300,	632,	19644,	-9,	71,	-16
-404,	688,	19700,	-9,	78,	-20
-304,	596,	19560,	-7,	75,	-36
-312,	676,	19776,	6,	97,	-49
-324,	792,	19748,	-2,	79,	-24
-356,	732,	19560,	-26,	64,	-17
-26369,	27134,	28928,	0,	0,	0
-228,	792,	19752,	-15,	89,	-11
-420,	688,	19572,	-2,	85,	-20
-356,	736,	19620,	-17,	55,	-19
-340,	696,	19576,	-11,	71,	-27
-524,	756,	19628,	-13,	73,	-20
-356,	836,	19636,	-16,	83,	-30
-352,	632,	19680,	3,	92,	-12
-344,	720,	19900,	8,	75,	-16
-348,	668,	19612,	-13,	75,	-27
-272,	788,	19656,	7,	84,	-12
-376,	728,	19492,	-13,	85,	-14
-472,	700,	19604,	-12,	85,	-12
-408,	688,	19560,	11,	109,	-1
-324,	640,	19664,	-14,	85,	-8
-272,	752,	19828,	-7,	66,	-14
-508,	688,	19704,	-15,	66,	-35
-268,	672,	19620,	17,	59,	-38
-300,	696,	19648,	-9,	60,	-25
-432,	776,	19856,	-8,	83,	-20
-356,	732,	19688,	-13,	70,	-16
-396,	692,	19576,	0,	76,	-12
-276,	708,	19788,	0,	83,	-26
-264,	748,	19628,	15,	73,	-25
-256,	776,	19608,	-23,	81,	-23
-368,	756,	19900,	-33,	70,	-32
-452,	828,	19672,	0,	59,	-37
-288,	784,	19508,	4,	76,	-6
-260,	764,	19796,	3,	68,	13
-436,	620,	19608,	-6,	58,	-36
-372,	704,	19556,	-9,	64,	-24
-324,	724,	19848,	3,	89,	4
-332,	688,	19632,	13,	74,	-13
-332,	728,	19632,	13,	81,	-29
-364,	780,	19832,	-3,	76,	-62
-548,	704,	19516,	-8,	74,	-37
-292,	640,	19540,	-8,	83,	-43
-368,	764,	19744,	-2,	80,	-6
-264,	732,	19436,	-19,	65,	-14
-456,	820,	19704,	-1,	82,	3
-200,	740,	19688,	-8,	73,	-44
-336,	600,	19500,	5,	62,	-60
-316,	596,	19792,	-35,	86,	-6
-308,	812,	19576,	4,	63,	-21
-304,	708,	19756,	-2,	76,	-20
-292,	608,	19772,	-3,	67,	-17
-416,	716,	19672,	-12,	94,	-14
-432,	704,	19664,	-15,	87,	19
-356,	820,	19740,	0,	65,	-32
-412,	688,	19496,	-28,	74,	-48
-300,	640,	19680,	-2,	72,	-9
-332,	672,	19680,	-13,	89,	-24
-352,	684,	19496,	-17,	101,	-10
-312,	688,	19908,	-6,	70,	-23
-420,	700,	19580,	-9,	71,	-20
-236,	680,	19504,	-10,	61,	-21
-284,	784,	19672,	9,	69,	-30
-376,	800,	19708,	-6,	60,	-4
-260,	708,	19660,	13,	49,	-35
-404,	644,	19712,	-21,	60,	-21
-312,	696,	19772,	-19,	77,	-18
-396,	756,	19652,	-5,	77,	-29
-364,	704,	19708,	-11,	73,	-29
-424,	672,	19668,	-9,	89,	-6
-348,	644,	19580,	-20,	77,	-14
-272,	724,	19696,	2,	69,	-26
-280,	700,	19496,	-3,	43,	-7
-332,	664,	19684,	-9,	86,	-21
-332,	688,	19512,	14,	82,	-19
-328,	712,	19664,	-5,	71,	-6
-520,	716,	19864,	-13,	78,	6
-240,	624,	19616,	-10,	67,	-23
-336,	720,	19736,	-3,	75,	-17
-248,	588,	19744,	1,	63,	-2
-484,	760,	19652,	-8,	99,	-59
-420,	792,	19580,	-8,	81,	-34
-304,	748,	19616,	4,	90,	-24
-432,	720,	19728,	9,	56,	-29
-156,	636,	19580,	-4,	84,	-1
-420,	716,	19636,	-7,	82,	5
-316,	740,	19496,	-13,	88,	-24
-264,	688,	19704,	2,	84,	-27
-448,	704,	19740,	-12,	86,	-32
-404,	648,	19588,	-22,	85,	-25
-272,	636,	19536,	-4,	99,	-36
-304,	640,	19456,	12,	81,	0
-288,	716,	19676,	-12,	72,	-24
-176,	744,	19728,	-10,	77,	-9
-160,	740,	19732,	11,	90,	-18
-436,	788,	19716,	-11,	75,	-40
-412,	808,	19660,	-9,	79,	-19
-340,	760,	19788,	4,	55,	-38
-404,	700,	19856,	0,	97,	-22
-528,	740,	20068,	47,	79,	-11
-256,	872,	19588,	-13,	77,	-12
-136,	572,	19684,	-3,	85,	-47
-288,	728,	19660,	-7,	65,	-35
-352,	664,	19612,	-11,	62,	-36
-524,	732,	19508,	-1,	72,	-17
-340,	752,	19528,	3,	73,	3
-184,	668,	19516,	8,	92,	-10
-520,	796,	19528,	-11,	95,	-24
-256,	776,	19436,	-3,	46,	-40
-248,	800,	19620,	-10,	67,	-32
-296,	716,	19584,	-26,	77,	11
-288,	724,	19624,	-5,	73,	-20
-268,	660,	19648,	-1,	70,	-38
-272,	664,	19528,	-21,	78,	-16
-344,	700,	19788,	3,	56,	-29
-384,	816,	19684,	-8,	49,	-16
-368,	844,	19604,	-10,	75,	-18
-240,	716,	19752,	-26,	62,	-17
-216,	744,	19612,	-2,	67,	-29
-312,	796,	19636,	4,	61,	-10
-356,	708,	19676,	-29,	61,	-8
-216,	756,	19608,	3,	67,	-16
-168,	624,	19720,	17,	75,	-18
-368,	816,	19532,	-16,	93,	-39
-460,	780,	19796,	9,	71,	-12
-272,	628,	19804,	-4,	69,	-18
-300,	824,	19544,	-8,	75,	-26
-448,	756,	19548,	6,	74,	5
-280,	632,	19748,	-10,	74,	-11
-140,	664,	19588,	-22,	68,	-24
-356,	680,	19628,	-12,	82,	-17
-292,	680,	19504,	-7,	85,	-34
-336,	624,	19552,	5,	83,	6
-396,	760,	19704,	6,	94,	-20
-296,	716,	19720,	-13,	92,	-24
-372,	820,	19608,	-9,	78,	-12
-272,	700,	19764,	2,	72,	-13
-272,	656,	19872,	-9,	71,	-35
-376,	660,	19608,	-18,	58,	-26
-308,	748,	19736,	-9,	86,	-15
-292,	744,	19688,	-16,	60,	-17
-292,	768,	19532,	-8,	72,	12
-388,	672,	19576,	-3,	57,	-42
-420,	760,	19656,	2,	70,	-7
-420,	640,	19764,	-3,	70,	-19
-212,	708,	19768,	3,	76,	-27
-356,	800,	19592,	-2,	63,	-40
-468,	624,	19828,	-13,	57,	-33
-304,	772,	19712,	-8,	62,	-8
-220,	824,	19796,	-10,	78,	-23
-312,	648,	19664,	1,	75,	-34
-328,	736,	19688,	7,	64,	-27
-292,	704,	19688,	-9,	74,	-19
-300,	652,	19520,	-9,	73,	-20
-400,	784,	19560,	-16,	78,	-2
-416,	792,	19600,	-14,	89,	-26
-284,	708,	19616,	-9,	62,	-9
-284,	612,	19788,	-2,	72,	-40
-416,	760,	19608,	-17,	65,	-5
-368,	788,	19596,	-4,	77,	5
-272,	752,	19572,	2,	54,	-41
-360,	732,	19520,	-23,	100,	-13
-196,	632,	19684,	-25,	76,	-21
-332,	744,	19748,	-6,	94,	-27
-380,	716,	19604,	-1,	74,	-23
-276,	668,	19700,	-12,	74,	-34
-324,	704,	19624,	11,	65,	-23
-312,	680,	19632,	-4,	70,	-24
-424,	772,	19492,	-4,	81,	-42
-292,	696,	19584,	-7,	76,	-29
-516,	804,	19624,	-3,	89,	-19
-256,	704,	19500,	-5,	68,	-17
-352,	660,	19580,	-16,	81,	-56
-292,	760,	19716,	-9,	97,	10
-380,	692,	19712,	-20,	90,	-16
-272,	732,	19552,	1,	83,	-13
-244,	736,	19684,	-13,	73,	-12
-236,	752,	19416,	12,	92,	-19
-488,	772,	19720,	-5,	70,	-21
-292,	640,	19528,	-7,	76,	-17
-356,	640,	19708,	26,	62,	-23
-388,	692,	19492,	-20,	70,	7
-112,	684,	19676,	-33,	82,	1
-264,	648,	19652,	10,	95,	-25
-396,	768,	19616,	27,	62,	-33
-224,	672,	19740,	-20,	76,	8
-260,	704,	19604,	-8,	84,	-34
-360,	744,	19712,	-3,	58,	-26
-188,	740,	19728,	-16,	66,	-12
-320,	636,	19556,	12,	76,	-7
-344,	792,	19564,	-16,	62,	3
-360,	700,	19628,	-6,	73,	-15
-332,	620,	19616,	-15,	68,	-21
-336,	708,	19760,	3,	70,	-14
-340,	656,	19652,	-5,	86,	-3
-360,	672,	19628,	0,	67,	-11
-244,	724,	19764,	2,	87,	-21
-212,	740,	19804,	-9,	84,	-13
-68,	596,	19688,	10,	80,	-55
-324,	716,	19568,	16,	90,	-30
-244,	704,	19972,	-9,	82,	-11
-256,	816,	19508,	-36,	68,	-29
-368,	776,	19712,	2,	75,	-1
-484,	740,	19688,	10,	81,	-38
-344,	812,	19740,	-8,	74,	-8
-416,	684,	19644,	-4,	76,	-52
-352,	828,	19660,	-7,	78,	-14
-336,	644,	19768,	-3,	77,	-24
-428,	712,	19652,	-15,	91,	-34
-268,	612,	19724,	-22,	71,	-13
-344,	720,	19532,	-14,	71,	-22
-288,	656,	19572,	-4,	60,	-18
-120,	652,	19596,	-7,	84,	-27
-300,	684,	19712,	-12,	82,	-29
-312,	660,	19664,	-16,	64,	-22
-264,	624,	19568,	-8,	75,	-27
-348,	696,	19692,	-17,	79,	-19
-204,	652,	19696,	-9,	71,	-15
-84,	708,	19692,	-22,	86,	-16
-240,	672,	19728,	-13,	67,	-38
-244,	740,	19744,	-18,	87,	-37
-232,	720,	19744,	-4,	84,	-21
-316,	708,	19632,	1,	78,	2
-292,	668,	19624,	7,	68,	-45
-308,	732,	19708,	-4,	83,	-20
-260,	636,	19636,	-17,	74,	-16
-356,	672,	19712,	-1,	86,	-28
-332,	664,	19652,	2,	82,	-29
-284,	684,	19720,	-23,	93,	-20
-488,	704,	19556,	-10,	92,	-3
-344,	768,	19668,	-11,	62,	-4
-312,	612,	19724,	-14,	68,	-1
-348,	724,	19568,	-18,	39,	-2
-272,	708,	19608,	9,	67,	-9
-396,	680,	19760,	-7,	65,	4
-516,	828,	19720,	-11,	57,	-11
-328,	764,	19692,	-8,	85,	-5
-116,	728,	19708,	9,	74,	-25
-256,	724,	19640,	-10,	70,	-4
-240,	648,	19612,	-16,	72,	-16
-368,	760,	19692,	1,	85,	-29
-272,	664,	19648,	-6,	80,	-23
-300,	720,	19556,	-7,	87,	-34
-252,	656,	19676,	-7,	74,	-23
-328,	704,	19760,	0,	88,	-9
-396,	752,	19580,	-8,	68,	-5
-248,	752,	19616,	4,	73,	-37
-300,	704,	19680,	-20,	78,	-37
-292,	764,	19672,	-19,	74,	0
-340,	732,	19672,	11,	80,	-27
-348,	712,	19544,	-6,	71,	-19
-380,	720,	19680,	-15,	90,	-16
-352,	708,	19664,	-2,	79,	-8
-412,	708,	19508,	-1,	73,	-30
-172,	680,	19636,	-29,	64,	1
-452,	616,	19796,	-14,	63,	-32
-340,	708,	19552,	-22,	53,	11
-312,	588,	19712,	-22,	75,	-5
-280,	656,	19772,	-19,	84,	-31
-300,	668,	19684,	-9,	78,	-31
-244,	700,	19820,	12,	68,	-32
-416,	744,	19692,	-8,	79,	-46
-420,	716,	19568,	-17,	91,	-8
-380,	756,	19676,	-12,	69,	-16
-148,	628,	19576,	-2,	76,	-21
-340,	748,	19728,	-8,	88,	-34
-296,	596,	19576,	-17,	106,	19
-376,	672,	19872,	-7,	78,	-13
-120,	668,	19680,	-9,	79,	-24
-236,	644,	19668,	-1,	63,	-47
-200,	716,	19772,	5,	75,	-20
-420,	752,	19684,	-14,	78,	-17
-200,	808,	19616,	-10,	78,	-10
-276,	700,	19584,	-22,	59,	1
-292,	672,	19616,	-13,	51,	-45
-432,	840,	19652,	-1,	60,	-8
-424,	668,	19728,	0,	86,	-10
-228,	720,	19720,	-22,	74,	-18
-376,	700,	19524,	-22,	81,	-38
-356,	752,	19620,	-19,	88,	-8
-84,	580,	19732,	-14,	52,	18
-352,	788,	19476,	4,	62,	-6
-332,	684,	19504,	-8,	68,	-12
-268,	672,	19572,	11,	94,	-22
-256,	612,	19612,	-10,	61,	-9
-376,	772,	19720,	-18,	91,	-3
-384,	888,	19636,	-23,	57,	3
-176,	688,	19684,	-2,	83,	-30
-352,	652,	19688,	4,	76,	-33
-396,	748,	19604,	-30,	73,	-22
-216,	620,	19676,	-16,	77,	-15
-380,	692,	19696,	-16,	57,	-6
-264,	728,	19676,	-6,	72,	-12
-312,	712,	19640,	-15,	58,	-61
-296,	736,	19604,	-3,	77,	-21
-160,	760,	19764,	4,	71,	-24
-292,	836,	19540,	-36,	81,	-21
-188,	776,	19704,	-17,	64,	6
-224,	700,	19572,	-2,	82,	4
-184,	644,	19616,	-18,	80,	-22
-320,	684,	19816,	5,	88,	-25
-264,	772,	19532,	-2,	76,	-19
-352,	740,	19508,	-2,	77,	-26
-236,	748,	19568,	7,	88,	-23
-444,	708,	19576,	-4,	81,	-18
-360,	640,	19748,	-15,	66,	-18
-328,	660,	19624,	-12,	70,	12
-320,	704,	19644,	8,	63,	-6
-288,	724,	19484,	-9,	69,	-17
-336,	712,	19792,	9,	82,	-10
-284,	728,	19472,	6,	98,	-4
-380,	632,	19740,	-16,	73,	-24
-416,	744,	19612,	-19,	93,	-21
-396,	692,	19676,	-15,	93,	-32
-324,	692,	19660,	-15,	63,	-17
-276,	660,	19640,	-18,	69,	-24
-368,	692,	19576,	-7,	79,	-9
-352,	688,	19676,	5,	68,	-24
-436,	828,	19712,	-2,	86,	-27
-200,	584,	19716,	10,	72,	4
-260,	692,	19712,	-10,	75,	-11
-220,	652,	19692,	-1,	70,	-2
-412,	808,	19688,	-12,	63,	-27
-300,	712,	19540,	-10,	46,	-6
-348,	696,	19396,	3,	80,	-33
-400,	724,	19632,	-11,	93,	-35
-272,	612,	19592,	-9,	78,	-34
-348,	736,	19572,	5,	69,	-16
-288,	656,	19588,	-16,	77,	-4
-308,	716,	19724,	-12,	72,	-52
-384,	876,	19664,	-7,	57,	-20
-364,	664,	19716,	4,	88,	-14
-288,	700,	19580,	-8,	72,	-26
-324,	692,	19648,	4,	91,	4
-244,	828,	19588,	3,	64,	-3
-340,	688,	19732,	-26,	75,	-13
-432,	716,	19600,	-22,	63,	-18
-352,	696,	19572,	-7,	86,	3
-364,	716,	19800,	-18,	70,	-18
-376,	704,	19504,	-3,	80,	-21
-404,	696,	19688,	-24,	90,	-23
-352,	704,	19472,	-23,	84,	-9
-576,	784,	19764,	-21,	77,	-26
-316,	760,	19592,	-9,	75,	-5
-380,	636,	19636,	-15,	79,	-10
-268,	728,	19752,	5,	86,	-47
-504,	884,	19572,	-9,	74,	-5
-156,	672,	19912,	-10,	52,	10
-308,	680,	19524,	-15,	-258,	-258
-260,	680,	19588,	-8,	78,	-11
-332,	768,	19624,	4,	66,	-14
-196,	664,	19532,	-20,	82,	-26
-420,	764,	19548,	-5,	81,	-25
-336,	724,	19808,	-26,	67,	-19
-272,	640,	19572,	-34,	62,	-16
-324,	708,	19768,	-2,	89,	-39
-356,	764,	19612,	-8,	68,	-24
-228,	700,	19540,	3,	85,	-6
-364,	716,	19796,	-14,	68,	-6
-416,	728,	19392,	4,	91,	-17
-424,	752,	19728,	-16,	89,	0
-284,	684,	19656,	-9,	65,	-11
-288,	672,	19572,	3,	70,	-27
-396,	744,	19872,	-1,	73,	-14
-472,	792,	19560,	-4,	80,	-31
-228,	708,	19612,	-4,	80,	-22
-360,	812,	19640,	-20,	66,	-18
-380,	660,	19572,	6,	69,	-16
-384,	788,	19652,	-25,	58,	-9
-368,	692,	19664,	9,	76,	-45
-388,	672,	19940,	-5,	68,	-12
-256,	820,	19544,	1,	56,	-21
-376,	756,	19540,	-21,	70,	-29
-680,	828,	19536,	-20,	96,	-7
-300,	672,	19848,	-13,	84,	2
-304,	792,	19728,	-3,	99,	-44
-240,	580,	19476,	-6,	78,	-5
-416,	792,	19628,	-7,	82,	-13
-244,	672,	19524,	-28,	73,	-37
-260,	660,	19500,	-16,	92,	-31
-368,	656,	19768,	-40,	66,	-30
-140,	552,	19436,	-6,	63,	-17
-600,	816,	19552,	-26,	46,	-36
-420,	736,	19764,	-23,	80,	-13
-324,	708,	19480,	-18,	87,	3
-312,	672,	19624,	-15,	55,	-13
-424,	656,	19664,	11,	83,	-19
-352,	684,	19440,	-8,	69,	-36
-216,	664,	19592,	-15,	95,	-18
-240,	620,	19632,	-12,	89,	1
-388,	648,	19776,	1,	85,	-27
-476,	724,	19264,	20,	114,	-41
-244,	616,	19820,	2,	87,	-62
-280,	652,	19616,	0,	78,	-9
-456,	700,	19684,	-15,	84,	-21
-300,	684,	19628,	7,	76,	-71
-280,	668,	19568,	-10,	78,	-20
-396,	752,	19712,	-12,	84,	-13
-320,	712,	19548,	-3,	65,	-12
-364,	672,	19568,	-14,	87,	-18
-252,	684,	19664,	0,	78,	1
-344,	616,	19580,	-17,	78,	-17
-384,	708,	19716,	-14,	85,	-44
-428,	716,	19600,	-15,	76,	-25
-320,	620,	19740,	-10,	72,	-28
-344,	756,	19580,	24,	83,	-14
-260,	732,	19392,	-15,	78,	-5
-336,	664,	19744,	3,	74,	-24
-424,	736,	19576,	-22,	97,	-25
-336,	664,	19580,	19,	62,	-12
-352,	640,	19864,	7,	60,	-9
-504,	712,	19560,	-20,	93,	1
-228,	676,	19784,	-8,	60,	-18
-360,	648,	19828,	-21,	83,	-33
-472,	808,	19476,	6,	61,	-12
-160,	716,	19760,	27,	75,	-5
-284,	700,	19724,	-4,	80,	-41
-428,	852,	19492,	22,	65,	-9
-276,	864,	19792,	-5,	84,	-21
-484,	752,	19636,	-11,	65,	-33
-336,	728,	19580,	-6,	70,	-11
-516,	660,	19556,	-10,	54,	9
-300,	636,	19580,	-2,	86,	6
-380,	688,	19632,	-20,	80,	-27
-300,	696,	19652,	0,	86,	-3
-232,	720,	19912,	-4,	69,	-82
-468,	820,	19720,	-13,	51,	-22
-292,	724,	19708,	-18,	55,	-34
-656,	888,	19784,	9,	72,	-75
-368,	680,	19552,	-21,	70,	9
-384,	724,	19752,	-7,	83,	-24
