99,		-112,		372,		19668,		-2,		88,		-6
99,		-64,		364,		19636,		10,		74,		-6
99,		-112,		444,		19524,		14,		83,		-9
99,		-228,		340,		19756,		14,		76,		2
99,		-124,		424,		19592,		0,		72,		-9
99,		-100,		392,		19636,		-1,		88,		-22
99,		-100,		436,		19532,		5,		83,		-11
99,		-24,		396,		19796,		-8,		69,		-4
99,		-152,		384,		19560,		-25,		76,		-10
99,		-184,		420,		19556,		-11,		71,		3
99,		-124,		364,		19716,		8,		92,		11
99,		-148,		492,		19788,		-4,		74,		-15
99,		-168,		428,		19584,		-4,		103,		-22
99,		-212,		360,		19556,		-10,		67,		3
99,		-64,		372,		19720,		0,		89,		-18
99,		-160,		336,		19692,		9,		66,		-2
99,		-80,		420,		19632,		1,		87,		-3
99,		-156,		424,		19660,		5,		93,		-23
99,		-132,		480,		19740,		16,		57,		-19
99,		-52,		360,		19708,		17,		87,		-19
99,		-164,		380,		19524,		8,		96,		-15
99,		-68,		404,		19764,		3,		80,		-19
99,		-112,		428,		19556,		-8,		89,		-4
99,		-128,		452,		19576,		-7,		72,		-12
99,		-160,		348,		19724,		-7,		67,		-7
99,		-120,		484,		19532,		12,		68,		1
99,		-128,		392,		19644,		16,		80,		8
99,		-40,		312,		19668,		3,		93,		-8
99,		-120,		348,		19520,		16,		69,		7
99,		-204,		316,		19736,		4,		77,		-4
99,		-196,		352,		19588,		0,		94,		7
99,		-100,		396,		19644,		1,		65,		2
99,		-248,		388,		19668,		6,		62,		4
99,		-92,		360,		19692,		-23,		88,		21
99,		-104,		428,		19808,		-10,		86,		12
99,		-204,		356,		19608,		2,		82,		-19
99,		-104,		356,		19480,		6,		80,		-19
99,		-120,		388,		19720,		5,		82,		0
99,		-148,		364,		19556,		8,		81,		-9
99,		-96,		380,		19588,		13,		76,		-16
99,		-108,		460,		19752,		7,		75,		-5
99,		-232,		416,		19620,		27,		92,		9
99,		-52,		504,		19672,		-9,		74,		-9
99,		-84,		444,		19712,		14,		114,		11
99,		-216,		384,		19660,		19,		75,		1
99,		-132,		440,		19600,		7,		83,		-10
99,		-160,		344,		19716,		16,		83,		-25
99,		-108,		396,		19696,		-6,		85,		2
99,		-156,		464,		19584,		7,		79,		-13
99,		-192,		328,		19752,		4,		87,		-5
99,		-148,		396,		19776,		-5,		69,		-27
99,		-160,		336,		19596,		18,		76,		-11
99,		-108,		408,		19544,		3,		81,		-21
99,		-128,		412,		19560,		6,		72,		2
99,		-92,		384,		19636,		15,		91,		-12
99,		-112,		384,		19572,		4,		65,		-12
99,		-116,		488,		19608,		12,		58,		-19
99,		-104,		368,		19556,		2,		81,		-10
99,		-164,		368,		19708,		11,		86,		-8
99,		-88,		348,		19628,		2,		97,		3
99,		-196,		360,		19708,		6,		96,		-9
99,		-4,		436,		19672,		4,		65,		-30
99,		-164,		396,		19564,		22,		57,		-20
99,		-140,		396,		19480,		0,		94,		-16
99,		-16,		412,		19588,		5,		87,		0
99,		-100,		456,		19600,		-7,		81,		4
99,		-84,		328,		19652,		10,		69,		-19
99,		-52,		392,		19476,		6,		71,		-12
99,		-164,		384,		19628,		-10,		76,		-12
99,		-48,		480,		19568,		14,		90,		-29
99,		-32,		284,		19652,		-5,		90,		-8
99,		-148,		484,		19652,		6,		76,		-17
99,		-140,		500,		19680,		13,		69,		-14
99,		-92,		376,		19764,		9,		81,		-7
99,		-160,		348,		19756,		-1,		89,		6
99,		-80,		388,		19612,		-11,		78,		1
99,		-164,		412,		19616,		12,		71,		-12
99,		-156,		348,		19436,		-2,		74,		-3
99,		-76,		468,		19572,		12,		87,		6
99,		-104,		364,		19580,		6,		88,		3
99,		-184,		380,		19640,		10,		74,		-10
99,		-100,		428,		19708,		17,		87,		-11
99,		-220,		404,		19704,		6,		66,		0
99,		-160,		424,		19640,		2,		73,		-7
99,		-128,		376,		19600,		23,		83,		-18
99,		-80,		388,		19544,		0,		72,		-7
99,		-180,		392,		19812,		16,		80,		-19
99,		-92,		272,		19584,		5,		76,		-10
99,		-184,		312,		19572,		-1,		96,		-4
99,		-156,		348,		19484,		16,		77,		-2
99,		-136,		440,		19560,		-11,		92,		2
99,		-104,		360,		19588,		4,		79,		-11
99,		-152,		300,		19596,		20,		65,		-5
99,		-80,		384,		19548,		-1,		91,		0
99,		-140,		396,		19644,		-5,		70,		-16
99,		-204,		348,		19568,		12,		65,		-15
99,		-80,		420,		19648,		-5,		85,		-17
99,		-216,		388,		19672,		3,		87,		-12
99,		-160,		460,		19756,		7,		87,		-13
99,		-132,		444,		19596,		5,		82,		-8
99,		-72,		420,		19644,		12,		72,		3
99,		-140,		280,		19560,		-17,		84,		9
99,		-112,		432,		19680,		7,		70,		-11
99,		-128,		496,		19632,		-6,		52,		5
99,		-168,		388,		19628,		8,		86,		-13
99,		-100,		400,		19508,		4,		81,		-17
99,		-68,		440,		19536,		4,		74,		-5
99,		-100,		424,		19600,		12,		87,		-12
99,		-112,		396,		19620,		-11,		95,		-3
99,		-52,		444,		19772,		1,		70,		-14
99,		-160,		504,		19644,		-13,		74,		-14
99,		-88,		456,		19568,		20,		78,		1
99,		-168,		448,		19704,		-1,		90,		-8
99,		-176,		480,		19656,		0,		80,		-9
99,		-104,		468,		19732,		-10,		82,		-7
99,		-108,		396,		19600,		-4,		106,		-10
99,		-84,		380,		19676,		14,		73,		-16
99,		-92,		448,		19580,		7,		91,		-4
99,		-204,		396,		19724,		2,		77,		-15
99,		-168,		344,		19664,		15,		70,		-4
99,		-92,		464,		19620,		13,		93,		-15
99,		-104,		416,		19556,		23,		81,		-11
99,		-72,		384,		19592,		-6,		65,		-6
99,		-128,		368,		19764,		5,		89,		-6
99,		-144,		520,		19644,		-2,		49,		13
99,		-100,		532,		19612,		-17,		78,		-5
99,		-124,		460,		19656,		-6,		77,		1
99,		-136,		336,		19744,		17,		74,		1
99,		-184,		452,		19540,		9,		62,		-12
99,		-56,		380,		19740,		0,		89,		-1
99,		-136,		348,		19684,		21,		74,		2
99,		-96,		376,		19556,		3,		76,		-13
99,		-56,		436,		19656,		0,		59,		-12
99,		-124,		372,		19620,		-4,		93,		-12
99,		4,		380,		19548,		-6,		75,		1
99,		-140,		480,		19604,		21,		81,		-14
99,		-116,		468,		19572,		-20,		58,		-15
99,		-64,		436,		19556,		17,		63,		-5
99,		-160,		368,		19624,		20,		65,		5
99,		-40,		412,		19528,		2,		70,		28
99,		-80,		416,		19572,		22,		75,		-12
99,		-32,		420,		19644,		-2,		86,		4
99,		-88,		452,		19620,		8,		93,		-1
99,		-124,		436,		19760,		18,		72,		-2
99,		-48,		412,		19656,		8,		74,		-6
99,		-56,		448,		19688,		24,		84,		-1
99,		-68,		396,		19660,		15,		93,		-8
99,		-72,		392,		19660,		10,		51,		-14
99,		-56,		464,		19688,		5,		86,		-2
99,		-76,		336,		19524,		-3,		72,		-17
99,		-92,		356,		19528,		8,		60,		5
99,		-188,		384,		19540,		0,		65,		-20
99,		-112,		408,		19704,		8,		79,		-9
99,		-236,		460,		19656,		3,		70,		14
99,		-156,		456,		19620,		-1,		79,		12
99,		-248,		416,		19660,		5,		82,		-13
99,		-124,		448,		19692,		13,		86,		1
99,		-164,		360,		19604,		11,		67,		-30
99,		-48,		408,		19660,		3,		79,		-13
99,		-52,		432,		19564,		16,		86,		-8
99,		-212,		376,		19744,		22,		80,		-8
99,		-140,		380,		19580,		14,		83,		-26
99,		-52,		356,		19584,		5,		71,		-14
99,		-136,		376,		19640,		-8,		85,		-13
99,		-112,		456,		19792,		16,		72,		-27
99,		-72,		400,		19524,		27,		92,		-26
99,		-84,		416,		19660,		5,		68,		-2
99,		-20,		416,		19652,		-15,		85,		-1
99,		-156,		468,		19684,		3,		77,		-4
99,		52,		496,		19564,		16,		83,		-7
99,		-84,		464,		19672,		9,		92,		-15
99,		-44,		380,		19632,		-2,		79,		-16
99,		-160,		420,		19516,		13,		69,		-5
99,		-104,		400,		19748,		0,		55,		8
99,		-160,		348,		19640,		-6,		92,		-20
99,		-132,		408,		19528,		-1,		82,		-6
99,		-40,		380,		19740,		7,		72,		-1
99,		-120,		452,		19580,		9,		67,		-6
99,		-128,		388,		19628,		14,		81,		2
99,		-92,		352,		19812,		17,		85,		1
99,		-108,		332,		19640,		19,		65,		-13
99,		-88,		396,		19488,		-12,		83,		-5
99,		-128,		376,		19648,		9,		75,		2
99,		-52,		460,		19552,		15,		86,		-15
99,		-168,		304,		19536,		1,		87,		-17
99,		-72,		348,		19632,		-2,		83,		-5
99,		-168,		324,		19672,		-6,		84,		-8
99,		-140,		516,		19624,		3,		87,		-16
99,		-208,		412,		19500,		20,		74,		-29
99,		-184,		380,		19640,		12,		87,		-16
99,		-156,		500,		19524,		7,		94,		-8
99,		-176,		448,		19488,		-2,		87,		-23
99,		-172,		420,		19664,		12,		78,		-22
99,		-116,		468,		19704,		9,		92,		-5
99,		-128,		460,		19624,		27,		77,		-27
99,		-68,		384,		19696,		13,		83,		-25
99,		-68,		468,		19584,		0,		99,		-7
99,		-180,		388,		19676,		13,		92,		-17
99,		-184,		412,		19668,		29,		69,		-13
99,		-148,		408,		19732,		7,		81,		-4
99,		-88,		420,		19648,		-11,		84,		3
99,		-48,		452,		19692,		13,		90,		-13
99,		-96,		272,		19664,		8,		82,		12
99,		-152,		432,		19628,		7,		81,		-22
99,		-112,		352,		19672,		10,		82,		-14
99,		-52,		424,		19604,		4,		61,		-9
99,		-248,		404,		19616,		-14,		86,		-15
99,		-116,		328,		19664,		1,		69,		-14
99,		-128,		392,		19756,		-5,		75,		-9
99,		-88,		464,		19792,		13,		78,		-11
99,		-12,		372,		19584,		0,		71,		-8
99,		-184,		352,		19616,		11,		91,		6
99,		-152,		404,		19628,		0,		93,		-3
99,		-44,		352,		19720,		-3,		80,		8
99,		-108,		404,		19620,		4,		84,		6
99,		-172,		372,		19568,		12,		75,		-16
99,		-144,		368,		19608,		20,		69,		13
99,		-96,		404,		19568,		1,		87,		-13
99,		-60,		432,		19692,		7,		69,		-16
99,		-132,		436,		19652,		7,		84,		-10
99,		-116,		432,		19652,		10,		89,		0
99,		-136,		392,		19656,		10,		99,		0
99,		-52,		416,		19704,		6,		78,		-26
99,		-220,		352,		19660,		5,		69,		7
99,		-136,		388,		19640,		3,		98,		-23
99,		-124,		344,		19800,		13,		66,		5
99,		-220,		400,		19676,		-3,		95,		-15
99,		-148,		360,		19700,		-2,		97,		-15
99,		-20,		396,		19704,		1,		56,		-28
99,		-172,		280,		19628,		4,		71,		-1
99,		-92,		416,		19444,		-4,		61,		1
99,		-100,		404,		19640,		-6,		86,		-20
99,		-172,		324,		19596,		13,		84,		-3
99,		-204,		376,		19688,		8,		66,		-22
99,		-144,		504,		19600,		1,		80,		5
99,		-24,		416,		19596,		7,		80,		-4
99,		-256,		280,		19428,		-6,		51,		-17
99,		-144,		380,		19436,		0,		68,		-23
99,		-148,		476,		19504,		32,		79,		-8
99,		-104,		296,		19608,		18,		74,		3
99,		-104,		420,		19680,		5,		72,		-11
99,		-192,		516,		19584,		17,		100,		-7
99,		-152,		256,		19608,		19,		69,		-20
99,		-172,		344,		19728,		3,		79,		8
99,		-252,		352,		19576,		8,		90,		-18
99,		-84,		336,		19564,		10,		74,		-10
99,		-108,		460,		19336,		-3,		82,		-2
99,		-196,		380,		19616,		-7,		98,		-16
99,		-128,		464,		19608,		14,		82,		-5
99,		-132,		388,		19560,		7,		89,		-5
99,		-140,		420,		19720,		5,		73,		-29
99,		-108,		428,		19588,		-5,		92,		-14
99,		-108,		380,		19692,		16,		66,		-6
99,		-156,		416,		19720,		-1,		69,		-1
99,		-216,		396,		19624,		2,		89,		-5
99,		-264,		420,		19644,		-4,		73,		-23
99,		-76,		432,		19544,		9,		93,		-2
99,		-72,		392,		19544,		6,		83,		-11
99,		20,		348,		19392,		-11,		78,		-8
99,		-104,		372,		19716,		14,		87,		-7
99,		-144,		428,		19700,		11,		84,		-4
99,		-112,		448,		19696,		8,		73,		-12
99,		-36,		532,		19660,		-4,		76,		2
99,		-188,		364,		19620,		17,		83,		-26
99,		-136,		360,		19732,		4,		73,		-18
99,		-144,		392,		19468,		-6,		95,		13
99,		-164,		336,		19596,		7,		77,		-10
99,		-76,		392,		19712,		4,		81,		-3
99,		-164,		388,		19688,		4,		65,		-21
99,		-188,		440,		19704,		2,		87,		-29
99,		-132,		324,		19644,		6,		68,		-13
99,		-32,		356,		19604,		5,		78,		2
99,		-140,		396,		19732,		29,		86,		1
99,		-88,		380,		19684,		-6,		57,		-6
99,		-24,		372,		19656,		9,		100,		7
99,		-116,		480,		19632,		-7,		104,		13
99,		-132,		412,		19648,		7,		63,		-4
99,		-100,		348,		19652,		-4,		86,		-4
99,		-132,		460,		19552,		10,		78,		2
99,		-136,		348,		19544,		9,		80,		-15
99,		-104,		448,		19552,		-4,		93,		-30
99,		-84,		436,		19588,		-4,		75,		-5
99,		-144,		416,		19668,		2,		74,		-22
99,		-156,		440,		19640,		6,		70,		5
99,		-96,		496,		19756,		-1,		91,		-8
99,		-148,		512,		19568,		20,		85,		-8
99,		-128,		360,		19712,		7,		83,		-3
99,		-192,		464,		19572,		0,		63,		3
99,		-84,		480,		19796,		2,		100,		-1
99,		-140,		284,		19744,		0,		83,		-21
99,		-124,		380,		19636,		-4,		81,		-19
99,		-80,		352,		19664,		-7,		86,		-11
99,		-16,		376,		19624,		10,		77,		-10
99,		-132,		468,		19580,		-3,		68,		-12
99,		-164,		388,		19600,		0,		77,		-12
99,		-216,		424,		19588,		0,		81,		-17
99,		-116,		440,		19516,		10,		73,		16
99,		-152,		420,		19724,		13,		100,		1
99,		-32,		408,		19548,		2,		76,		-19
99,		-148,		344,		19560,		10,		80,		5
99,		-180,		460,		19548,		-5,		62,		-6
99,		-180,		412,		19656,		14,		77,		6
99,		-60,		484,		19668,		2,		84,		3
99,		-88,		404,		19652,		15,		94,		-4
99,		-180,		420,		19636,		-9,		76,		8
99,		-304,		408,		19632,		13,		79,		1
99,		-124,		420,		19664,		13,		89,		-12
99,		-72,		400,		19688,		21,		46,		-11
99,		-156,		360,		19720,		-4,		76,		-1
99,		-36,		324,		19660,		12,		60,		6
99,		-72,		396,		19752,		14,		61,		-12
99,		-20,		460,		19592,		8,		103,		-11
99,		-56,		416,		19632,		-13,		68,		-15
99,		-156,		460,		19648,		20,		52,		-3
99,		-148,		452,		19672,		0,		74,		7
99,		-40,		424,		19548,		8,		92,		-30
99,		-152,		464,		19688,		4,		90,		-11
99,		-196,		280,		19660,		16,		74,		5
99,		-164,		480,		19560,		-7,		89,		3
99,		-172,		380,		19632,		13,		73,		10
99,		-100,		440,		19788,		-11,		89,		-4
99,		-176,		324,		19604,		8,		100,		-4
99,		-140,		384,		19496,		12,		85,		-9
99,		-112,		456,		19560,		7,		87,		-17
99,		-64,		464,		19684,		16,		88,		-8
99,		-148,		324,		19896,		16,		68,		-4
99,		-156,		444,		19636,		7,		98,		-1
99,		-132,		480,		19688,		0,		87,		-15
99,		-120,		456,		19640,		-8,		89,		-26
99,		-56,		488,		19604,		23,		75,		-1
99,		-44,		420,		19628,		14,		61,		1
99,		-48,		480,		19572,		13,		76,		-15
99,		-140,		316,		19488,		-1,		81,		-12
99,		-236,		516,		19704,		4,		72,		0
99,		-136,		368,		19692,		0,		105,		-4
99,		-108,		384,		19644,		21,		85,		-3
99,		-160,		400,		19652,		23,		91,		-18
99,		-128,		356,		19784,		24,		60,		-11
99,		-76,		436,		19580,		-2,		72,		10
99,		-128,		388,		19536,		3,		80,		-5
99,		-124,		408,		19636,		-9,		72,		-1
99,		-88,		460,		19560,		5,		100,		2
99,		-220,		352,		19540,		5,		93,		-6
99,		-120,		432,		19544,		8,		95,		-1
99,		-52,		312,		19660,		-9,		89,		-12
99,		-104,		344,		19564,		7,		66,		-18
99,		-12,		480,		19644,		-1,		65,		3
99,		-108,		496,		19732,		5,		86,		-2
99,		-232,		456,		19640,		6,		82,		8
99,		-112,		476,		19616,		1,		64,		-13
99,		-184,		436,		19748,		-1,		73,		-15
99,		-80,		416,		19708,		5,		68,		11
99,		-180,		372,		19588,		15,		88,		-5
99,		-152,		380,		19640,		-3,		74,		4
99,		-72,		460,		19488,		-6,		85,		-17
99,		-184,		328,		19596,		15,		77,		-15
99,		-88,		428,		19516,		16,		61,		-11
99,		-136,		424,		19672,		18,		74,		-23
99,		-88,		404,		19672,		0,		61,		-7
99,		-44,		332,		19592,		8,		61,		-36
99,		-52,		368,		19520,		-5,		91,		-11
99,		-80,		476,		19484,		18,		66,		-10
99,		-120,		392,		19620,		12,		91,		15
99,		-104,		448,		19700,		15,		70,		5
99,		-88,		424,		19520,		5,		89,		-12
99,		-56,		332,		19568,		-4,		85,		3
99,		-144,		548,		19520,		6,		77,		2
99,		-92,		340,		19524,		-17,		85,		-16
99,		-104,		440,		19552,		2,		85,		23
99,		-164,		320,		19628,		-6,		59,		-22
99,		-88,		480,		19660,		-2,		89,		7
99,		-136,		380,		19696,		22,		80,		-28
99,		-244,		396,		19624,		-4,		85,		-12
99,		-104,		388,		19576,		24,		59,		3
99,		-200,		388,		19664,		11,		89,		-17
99,		-152,		396,		19632,		14,		87,		0
99,		-188,		452,		19568,		3,		79,		3
99,		-48,		484,		19588,		0,		90,		-10
99,		-104,		452,		19692,		-6,		63,		-5
99,		-160,		388,		19388,		-3,		76,		1
99,		-12,		432,		19592,		-9,		85,		0
99,		-100,		432,		19680,		9,		68,		-10
99,		4,		516,		19588,		4,		84,		-13
99,		0,		420,		19632,		-2,		91,		3
99,		-200,		408,		19588,		21,		84,		-15
99,		-204,		436,		19692,		19,		73,		-24
99,		-168,		368,		19512,		19,		73,		0
99,		-156,		324,		19568,		0,		88,		-17
99,		-132,		472,		19660,		11,		74,		7
99,		-76,		428,		19704,		9,		77,		-3
99,		-84,		468,		19572,		6,		72,		-5
99,		-100,		436,		19780,		10,		86,		-12
99,		-96,		400,		19560,		0,		73,		-18
99,		-176,		368,		19732,		10,		92,		-2
99,		-208,		412,		19728,		1,		50,		-7
99,		-132,		400,		19572,		6,		67,		-11
99,		-144,		332,		19576,		4,		86,		-9
99,		-136,		412,		19604,		15,		66,		5
99,		-156,		444,		19572,		0,		97,		-32
99,		-120,		440,		19660,		-6,		90,		-19
99,		-112,		404,		19572,		9,		64,		0
99,		-88,		444,		19688,		7,		64,		-22
99,		-76,		400,		19600,		-2,		81,		-7
99,		-44,		400,		19608,		7,		76,		-4
99,		-120,		416,		19712,		18,		80,		-8
99,		-140,		400,		19632,		-5,		88,		-5
99,		-148,		436,		19744,		-3,		90,		-10
99,		-120,		472,		19576,		7,		82,		3
99,		-144,		396,		19712,		11,		91,		-16
99,		-32,		360,		19776,		14,		77,		2
99,		-56,		412,		19580,		16,		91,		-17
99,		-156,		416,		19692,		-6,		86,		-21
99,		-88,		460,		19532,		12,		71,		-20
99,		-132,		456,		19560,		6,		89,		-14
99,		-104,		456,		19724,		4,		113,		-9
99,		-68,		324,		19628,		-14,		99,		-13
99,		-188,		452,		19584,		1,		74,		-29
99,		-100,		456,		19724,		2,		83,		14
99,		-140,		380,		19744,		3,		75,		-3
99,		-168,		412,		19728,		7,		81,		-4
99,		-80,		364,		19768,		9,		91,		7
99,		-56,		380,		19656,		22,		80,		-1
99,		-48,		484,		19736,		-4,		58,		-7
99,		-116,		444,		19604,		29,		96,		-18
99,		-148,		468,		19676,		20,		77,		-18
99,		-152,		388,		19672,		-6,		77,		-3
99,		-152,		360,		19572,		1,		66,		11
99,		-68,		420,		19512,		12,		97,		-35
99,		-136,		424,		19536,		15,		82,		1
99,		-64,		360,		19692,		7,		89,		-8
99,		-48,		460,		19568,		-8,		66,		-7
99,		-168,		352,		19684,		10,		82,		-2
99,		-184,		364,		19608,		3,		82,		-23
99,		-184,		300,		19668,		33,		105,		3
99,		-160,		376,		19644,		8,		88,		-17
99,		-148,		356,		19748,		-4,		80,		-23
99,		-156,		408,		19524,		1,		59,		-18
99,		-140,		508,		19728,		10,		101,		-17
99,		-60,		328,		19620,		14,		73,		3
99,		-112,		348,		19636,		-1,		74,		-11
99,		-112,		468,		19756,		18,		73,		-4
99,		-168,		400,		19656,		6,		79,		3
99,		-108,		452,		19640,		4,		70,		-17
99,		-236,		488,		19588,		-2,		78,		-28
99,		-124,		460,		19668,		16,		62,		-6
99,		-68,		420,		19696,		-2,		60,		-5
99,		-76,		384,		19672,		-1,		73,		-1
99,		-180,		404,		19608,		7,		74,		0
99,		-184,		324,		19516,		22,		91,		-30
99,		-84,		424,		19644,		7,		82,		2
99,		-76,		488,		19596,		10,		88,		-1
99,		-180,		448,		19596,		7,		78,		-13
99,		-100,		368,		19844,		-7,		75,		-15
99,		-132,		392,		19572,		-7,		51,		12
99,		-32,		364,		19676,		38,		81,		9
99,		-184,		500,		19516,		9,		98,		-9
99,		-44,		324,		19584,		19,		83,		-14
99,		-148,		420,		19588,		-3,		67,		-8
99,		-116,		532,		19760,		20,		65,		-4
99,		-152,		384,		19628,		34,		95,		6
99,		-156,		320,		19560,		11,		77,		-2
99,		-212,		440,		19524,		10,		82,		-18
99,		-172,		512,		19732,		8,		88,		10
99,		-84,		372,		19692,		-2,		67,		-3
99,		-28,		336,		19616,		18,		81,		1
99,		-88,		456,		19728,		26,		60,		15
99,		-116,		468,		19652,		11,		92,		-2
99,		-136,		412,		19556,		-1,		78,		5
99,		-4,		384,		19672,		6,		71,		-24
99,		-92,		444,		19648,		22,		93,		-17
99,		-108,		380,		19560,		10,		103,		-4
99,		-148,		396,		19580,		15,		88,		-9
99,		-112,		328,		19620,		8,		66,		-25
99,		-212,		408,		19680,		-8,		74,		9
99,		-124,		424,		19664,		14,		89,		-7
99,		-236,		312,		19612,		18,		81,		15
99,		-136,		440,		19632,		2,		69,		-10
99,		-148,		460,		19624,		-10,		67,		-15
99,		-60,		376,		19628,		9,		88,		-2
99,		20,		392,		19544,		12,		62,		-14
99,		-80,		476,		19644,		9,		85,		8
99,		-84,		332,		19508,		-2,		69,		6
99,		-200,		396,		19724,		9,		94,		3
99,		-116,		364,		19656,		-4,		76,		11
